payment_id,order_id,session_id,payment_method,amount,payment_status,error_code,payment_timestamp
282,ORD-2025-000268,SES-2025-010974,Credit Card,85.52,Successful,,2025-06-24 04:42:42
283,ORD-2025-000269,SES-2025-010979,Debit Card,38.3,Successful,,2025-08-07 03:46:21
284,ORD-2025-000270,SES-2025-011016,Credit Card,156.96,Successful,,2025-05-11 10:41:20
285,ORD-2025-000271,SES-2025-011019,Buy Now Pay Later,38.3,Successful,,2025-12-11 07:48:40
286,ORD-2025-000272,SES-2025-011045,Apple Pay,256.55,Successful,,2025-11-10 16:25:31
287,ORD-2025-000273,SES-2025-011057,Apple Pay,192.69,Successful,,2025-09-16 05:03:33
288,ORD-2025-000274,SES-2025-011121,PayPal,88.1,Successful,,2025-08-03 00:34:24
289,ORD-2025-000275,SES-2025-011148,Buy Now Pay Later,86.59,Successful,,2025-12-11 18:20:15
290,ORD-2025-000276,SES-2025-011176,Credit Card,33.54,Successful,,2025-06-03 20:53:01
291,ORD-2025-000277,SES-2025-011184,Buy Now Pay Later,59.95,Successful,,2025-12-16 22:24:47
292,ORD-2025-000278,SES-2025-011241,Credit Card,38.3,Successful,,2025-12-22 01:42:28
293,ORD-2025-000279,SES-2025-011269,Buy Now Pay Later,44.8,Successful,,2025-08-17 19:13:59
294,ORD-2025-000280,SES-2025-011311,PayPal,96.34,Successful,,2025-12-22 06:52:30
295,ORD-2025-000281,SES-2025-011394,Apple Pay,88.1,Successful,,2025-11-15 02:42:53
296,ORD-2025-000282,SES-2025-011399,PayPal,85.52,Successful,,2025-12-27 05:57:54
297,ORD-2025-000283,SES-2025-011434,Credit Card,81.6,Successful,,2025-02-24 06:14:51
298,ORD-2025-000284,SES-2025-011554,PayPal,162.36,Successful,,2025-12-07 11:28:10
299,ORD-2025-000285,SES-2025-011600,Debit Card,487.09,Successful,,2025-08-07 22:25:55
300,ORD-2025-000286,SES-2025-011704,Credit Card,64.28,Successful,,2025-05-11 06:35:54
301,ORD-2025-000287,SES-2025-011816,Debit Card,49.13,Successful,,2025-05-28 15:00:10
302,ORD-2025-000288,SES-2025-011838,PayPal,62.1,Successful,,2025-12-11 13:13:06
303,ORD-2025-000289,SES-2025-011920,Credit Card,96.34,Successful,,2025-09-13 22:13:52
304,,SES-2025-011964,Buy Now Pay Later,24.0,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-11-30 14:41:32
305,ORD-2025-000290,SES-2025-012006,Debit Card,44.8,Successful,,2025-10-10 21:48:41
306,ORD-2025-000291,SES-2025-012120,Credit Card,81.6,Successful,,2025-10-08 16:23:08
307,ORD-2025-000292,SES-2025-012199,Debit Card,44.8,Successful,,2025-12-25 17:09:08
308,ORD-2025-000293,SES-2025-012212,Debit Card,55.62,Successful,,2025-12-05 19:20:32
309,ORD-2025-000294,SES-2025-012213,Credit Card,86.58,Successful,,2025-12-25 22:23:39
310,ORD-2025-000295,SES-2025-012246,Debit Card,173.18,Successful,,2025-01-18 22:28:06
311,ORD-2025-000296,SES-2025-012301,Debit Card,62.1,Successful,,2025-08-31 12:59:54
312,ORD-2025-000297,SES-2025-012326,Credit Card,95.26,Successful,,2025-08-03 14:32:47
313,ORD-2025-000298,SES-2025-012335,Debit Card,108.23,Successful,,2025-12-25 08:21:33
314,ORD-2025-000299,SES-2025-012342,Credit Card,119.08,Successful,,2025-12-10 05:51:29
315,ORD-2025-000300,SES-2025-012346,Credit Card,81.6,Successful,,2025-02-06 23:56:07
316,ORD-2025-000301,SES-2025-012393,Debit Card,77.62,Successful,,2025-09-17 13:57:45
317,ORD-2025-000302,SES-2025-012394,Apple Pay,97.41,Successful,,2025-10-12 12:17:22
318,ORD-2025-000303,SES-2025-012399,Credit Card,82.53,Successful,,2025-04-30 03:17:36
319,ORD-2025-000304,SES-2025-012411,PayPal,55.62,Successful,,2025-10-29 20:23:32
320,ORD-2025-000305,SES-2025-012465,Apple Pay,108.23,Successful,,2025-06-25 04:19:39
321,ORD-2025-000306,SES-2025-012490,Credit Card,147.22,Successful,,2025-04-26 23:46:17
322,ORD-2025-000307,SES-2025-012553,PayPal,88.1,Successful,,2025-10-01 22:57:32
323,ORD-2025-000308,SES-2025-012566,Credit Card,38.3,Successful,,2025-04-09 00:37:40
324,ORD-2025-000309,SES-2025-012580,Credit Card,88.1,Successful,,2025-09-12 01:11:12
325,ORD-2025-000310,SES-2025-012585,Debit Card,80.7,Successful,,2025-10-03 01:20:58
326,ORD-2025-000311,SES-2025-012664,Debit Card,59.95,Successful,,2025-12-07 20:41:38
327,,SES-2025-012718,Credit Card,24.0,Failed,DECLINED_BY_ISSUER,2025-12-10 06:46:44
328,ORD-2025-000312,SES-2025-012730,Debit Card,55.62,Successful,,2025-12-29 21:13:40
329,ORD-2025-000313,SES-2025-012737,Buy Now Pay Later,85.52,Successful,,2025-06-13 05:26:09
330,ORD-2025-000314,SES-2025-012765,PayPal,77.62,Successful,,2025-11-07 04:14:39
331,ORD-2025-000315,SES-2025-012789,Buy Now Pay Later,86.58,Successful,,2025-03-17 12:34:04
332,ORD-2025-000316,SES-2025-012848,Credit Card,93.34,Successful,,2025-12-22 21:52:11
333,ORD-2025-000317,SES-2025-012872,Debit Card,39.43,Successful,,2025-11-20 10:11:59
334,ORD-2025-000318,SES-2025-012916,PayPal,36.14,Successful,,2025-10-27 16:51:59
335,ORD-2025-000319,SES-2025-012924,Debit Card,67.52,Successful,,2025-04-25 17:30:00
336,ORD-2025-000320,SES-2025-012968,Buy Now Pay Later,53.46,Successful,,2025-11-03 08:43:51
337,ORD-2025-000321,SES-2025-013079,Credit Card,649.48,Successful,,2025-12-16 21:51:01
338,ORD-2025-000322,SES-2025-013084,Credit Card,67.52,Successful,,2025-05-28 06:02:30
339,ORD-2025-000323,SES-2025-013086,PayPal,755.59,Successful,,2025-09-05 11:16:26
340,ORD-2025-000324,SES-2025-013156,PayPal,59.95,Successful,,2025-11-19 14:57:17
341,,SES-2025-013159,Credit Card,34.0,Failed,DECLINED_BY_ISSUER,2025-07-02 17:11:12
342,ORD-2025-000325,SES-2025-013174,Credit Card,82.53,Successful,,2025-09-14 06:08:43
343,ORD-2025-000326,SES-2025-013285,Credit Card,108.23,Successful,,2025-11-14 12:42:25
344,ORD-2025-000327,SES-2025-013310,Debit Card,88.41,Successful,,2025-10-10 07:44:24
345,ORD-2025-000328,SES-2025-013313,Credit Card,83.75,Successful,,2025-11-16 02:44:43
346,ORD-2025-000329,SES-2025-013362,Credit Card,119.08,Successful,,2025-05-22 04:01:22
347,ORD-2025-000330,SES-2025-013369,PayPal,33.97,Successful,,2025-11-09 22:43:06
348,ORD-2025-000331,SES-2025-013377,PayPal,61.03,Successful,,2025-10-23 06:07:17
349,ORD-2025-000332,SES-2025-013393,Credit Card,96.34,Successful,,2025-06-05 20:00:21
350,ORD-2025-000333,SES-2025-013425,Debit Card,38.3,Successful,,2025-02-22 20:43:04
351,ORD-2025-000334,SES-2025-013431,Apple Pay,156.96,Successful,,2025-08-05 16:57:20
352,ORD-2025-000335,SES-2025-013438,Apple Pay,194.83,Successful,,2025-10-02 14:59:57
353,ORD-2025-000336,SES-2025-013469,Debit Card,377.79,Successful,,2025-07-19 11:18:21
354,ORD-2025-000337,SES-2025-013543,Credit Card,171.04,Successful,,2025-03-03 05:34:33
355,ORD-2025-000338,SES-2025-013551,PayPal,92.01,Successful,,2025-01-31 22:35:37
356,ORD-2025-000339,SES-2025-013560,Credit Card,88.1,Successful,,2025-05-14 22:20:37
357,ORD-2025-000340,SES-2025-013578,Apple Pay,377.79,Successful,,2025-12-22 18:20:41
358,ORD-2025-000341,SES-2025-013587,Credit Card,88.1,Successful,,2025-10-14 10:37:46
359,ORD-2025-000342,SES-2025-013633,Debit Card,119.05,Successful,,2025-06-11 08:19:48
360,ORD-2025-000343,SES-2025-013773,Buy Now Pay Later,156.96,Successful,,2025-11-09 08:06:13
361,ORD-2025-000344,SES-2025-013777,Credit Card,80.7,Successful,,2025-08-26 22:48:58
362,ORD-2025-000345,SES-2025-013897,Debit Card,313.93,Successful,,2025-11-08 11:11:53
363,ORD-2025-000346,SES-2025-013949,PayPal,62.1,Successful,,2025-02-17 12:17:32
364,ORD-2025-000347,SES-2025-014014,Credit Card,31.81,Successful,,2025-09-17 23:38:16
365,ORD-2025-000348,SES-2025-014051,Debit Card,470.89,Successful,,2025-03-05 22:32:02
366,ORD-2025-000349,SES-2025-014055,PayPal,96.34,Successful,,2025-05-14 09:02:25
367,ORD-2025-000350,SES-2025-014059,Credit Card,324.74,Successful,,2025-11-28 16:17:15
368,ORD-2025-000351,SES-2025-014080,Credit Card,51.28,Successful,,2025-03-29 17:29:55
369,,SES-2025-014125,Credit Card,110.0,Failed,DECLINED_BY_ISSUER,2025-12-18 08:51:13
370,ORD-2025-000352,SES-2025-014147,Apple Pay,35.05,Successful,,2025-02-07 15:04:40
371,ORD-2025-000353,SES-2025-014172,PayPal,276.04,Successful,,2025-02-06 14:27:18
372,ORD-2025-000354,SES-2025-014177,Debit Card,129.87,Successful,,2025-10-25 17:04:40
373,ORD-2025-000355,SES-2025-014235,Credit Card,156.96,Successful,,2025-01-02 12:33:22
374,ORD-2025-000356,SES-2025-014270,Apple Pay,86.59,Successful,,2025-12-11 14:43:53
375,ORD-2025-000357,SES-2025-014294,PayPal,194.83,Successful,,2025-10-29 17:28:01
376,ORD-2025-000358,SES-2025-014316,PayPal,80.7,Successful,,2025-12-07 00:22:30
377,ORD-2025-000359,SES-2025-014351,Credit Card,97.41,Successful,,2025-12-14 20:25:59
378,,SES-2025-014406,Buy Now Pay Later,110.0,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-10-02 02:43:11
379,ORD-2025-000360,SES-2025-014428,Credit Card,81.6,Successful,,2025-12-30 13:40:16
380,ORD-2025-000361,SES-2025-014441,Credit Card,96.34,Successful,,2025-11-28 17:53:30
381,ORD-2025-000362,SES-2025-014444,Credit Card,102.84,Successful,,2025-12-28 01:05:02
382,ORD-2025-000363,SES-2025-014465,Credit Card,51.28,Successful,,2025-11-08 15:44:43
383,ORD-2025-000364,SES-2025-014477,Credit Card,62.11,Successful,,2025-11-28 05:34:52
384,ORD-2025-000365,SES-2025-014514,Credit Card,90.93,Successful,,2025-04-26 12:32:04
385,ORD-2025-000366,SES-2025-014625,PayPal,35.05,Successful,,2025-12-28 13:11:19
386,ORD-2025-000367,SES-2025-014626,Credit Card,33.97,Successful,,2025-12-22 19:30:45
387,ORD-2025-000368,SES-2025-014686,Credit Card,39.43,Successful,,2025-12-15 12:43:49
388,ORD-2025-000369,SES-2025-014747,Buy Now Pay Later,51.28,Successful,,2025-12-23 23:35:58
389,ORD-2025-000370,SES-2025-014767,Debit Card,173.18,Successful,,2025-08-05 08:29:23
390,ORD-2025-000371,SES-2025-014797,Credit Card,85.52,Successful,,2025-06-18 17:00:02
391,ORD-2025-000372,SES-2025-014843,Credit Card,68.61,Successful,,2025-05-06 12:51:57
392,ORD-2025-000373,SES-2025-014846,Debit Card,49.13,Successful,,2025-05-15 16:05:32
393,ORD-2025-000374,SES-2025-014909,PayPal,81.6,Successful,,2025-12-28 11:47:45
394,ORD-2025-000375,SES-2025-014946,Debit Card,119.08,Successful,,2025-04-12 11:17:05
395,ORD-2025-000376,SES-2025-014969,Apple Pay,44.8,Successful,,2025-06-16 13:03:13
396,ORD-2025-000377,SES-2025-015007,Credit Card,96.29,Successful,,2025-11-27 20:22:41
397,ORD-2025-000378,SES-2025-015031,Buy Now Pay Later,38.3,Successful,,2025-09-15 16:21:12
398,ORD-2025-000379,SES-2025-015077,PayPal,38.3,Successful,,2025-12-14 10:47:26
399,ORD-2025-000380,SES-2025-015088,Debit Card,142.46,Successful,,2025-05-25 15:10:41
400,ORD-2025-000381,SES-2025-015094,PayPal,78.59,Successful,,2025-05-12 06:09:44
401,ORD-2025-000382,SES-2025-015201,Credit Card,61.03,Successful,,2025-07-07 00:02:05
402,ORD-2025-000383,SES-2025-015206,PayPal,35.5,Successful,,2025-03-21 23:58:25
403,ORD-2025-000384,SES-2025-015222,Credit Card,31.81,Successful,,2025-03-17 07:15:21
404,ORD-2025-000385,SES-2025-015225,PayPal,81.6,Successful,,2025-10-01 01:15:12
405,ORD-2025-000386,SES-2025-015284,Credit Card,36.14,Successful,,2025-10-25 14:42:25
406,ORD-2025-000387,SES-2025-015290,PayPal,119.08,Successful,,2025-04-21 10:55:50
407,ORD-2025-000388,SES-2025-015369,PayPal,79.44,Successful,,2025-04-23 00:24:06
408,ORD-2025-000389,SES-2025-015375,Apple Pay,119.08,Successful,,2025-03-29 02:43:42
409,,SES-2025-015404,Credit Card,38.0,Failed,DECLINED_BY_ISSUER,2025-04-01 05:19:59
410,ORD-2025-000390,SES-2025-015517,PayPal,53.46,Successful,,2025-03-09 18:15:56
411,ORD-2025-000391,SES-2025-015545,Credit Card,93.34,Successful,,2025-12-09 04:57:40
412,ORD-2025-000392,SES-2025-015581,PayPal,85.93,Successful,,2025-12-03 00:31:13
413,ORD-2025-000393,SES-2025-015609,Credit Card,160.21,Successful,,2025-06-11 04:15:46
414,ORD-2025-000394,SES-2025-015616,PayPal,119.08,Successful,,2025-11-19 02:49:40
415,ORD-2025-000395,SES-2025-015689,Apple Pay,232.85,Successful,,2025-03-02 22:53:06
416,ORD-2025-000396,SES-2025-015700,Credit Card,470.89,Successful,,2025-07-10 04:08:52
417,ORD-2025-000397,SES-2025-015741,Apple Pay,95.26,Successful,,2025-03-14 19:38:31
418,ORD-2025-000398,SES-2025-015750,Credit Card,103.92,Successful,,2025-12-15 07:19:23
419,ORD-2025-000399,SES-2025-015755,Credit Card,59.95,Successful,,2025-08-05 23:30:48
420,ORD-2025-000400,SES-2025-015800,Apple Pay,59.95,Successful,,2025-10-02 18:00:46
421,ORD-2025-000401,SES-2025-015836,Credit Card,79.44,Successful,,2025-05-27 15:03:56
422,ORD-2025-000402,SES-2025-015845,Credit Card,83.75,Successful,,2025-12-21 17:33:07
423,ORD-2025-000403,SES-2025-015854,Credit Card,96.34,Successful,,2025-12-02 11:06:18
424,ORD-2025-000404,SES-2025-015863,Apple Pay,289.03,Successful,,2025-05-09 20:29:52
425,ORD-2025-000405,SES-2025-015890,Debit Card,67.52,Successful,,2025-10-21 11:47:11
426,ORD-2025-000406,SES-2025-015928,Apple Pay,49.13,Successful,,2025-08-25 17:53:50
427,ORD-2025-000407,SES-2025-015940,Credit Card,56.13,Successful,,2025-12-22 19:49:48
428,ORD-2025-000408,SES-2025-015960,Debit Card,119.08,Successful,,2025-12-26 08:13:10
429,ORD-2025-000409,SES-2025-015971,Credit Card,78.58,Successful,,2025-12-31 07:15:58
430,ORD-2025-000410,SES-2025-016059,Debit Card,259.77,Successful,,2025-10-24 14:18:19
431,ORD-2025-000411,SES-2025-016071,PayPal,142.46,Successful,,2025-09-06 07:39:48
432,ORD-2025-000412,SES-2025-016120,Credit Card,39.43,Successful,,2025-12-16 21:03:49
433,ORD-2025-000413,SES-2025-016150,Credit Card,38.3,Successful,,2025-10-09 23:00:47
434,ORD-2025-000414,SES-2025-016159,Credit Card,83.51,Successful,,2025-12-29 14:05:43
435,ORD-2025-000415,SES-2025-016217,Debit Card,156.96,Successful,,2025-02-11 03:39:21
436,ORD-2025-000416,SES-2025-016223,Debit Card,59.95,Successful,,2025-10-04 03:52:38
437,,SES-2025-016241,Apple Pay,84.0,Failed,DECLINED_BY_ISSUER,2025-08-05 06:30:48
438,ORD-2025-000417,SES-2025-016257,Credit Card,39.38,Successful,,2025-11-28 02:15:56
439,ORD-2025-000418,SES-2025-016339,Buy Now Pay Later,55.62,Successful,,2025-09-08 04:26:11
440,ORD-2025-000419,SES-2025-016426,Credit Card,377.79,Successful,,2025-08-25 03:35:51
441,ORD-2025-000420,SES-2025-016437,PayPal,162.36,Successful,,2025-10-13 14:06:45
442,ORD-2025-000421,SES-2025-016444,PayPal,39.38,Successful,,2025-09-09 19:31:17
443,ORD-2025-000422,SES-2025-016500,Credit Card,86.59,Successful,,2025-12-05 18:46:29
444,ORD-2025-000423,SES-2025-016508,Debit Card,85.52,Successful,,2025-12-10 04:39:10
445,ORD-2025-000424,SES-2025-016605,Apple Pay,68.61,Successful,,2025-12-04 20:35:32
446,ORD-2025-000425,SES-2025-016626,Credit Card,55.62,Successful,,2025-09-27 18:50:45
447,ORD-2025-000426,SES-2025-016631,PayPal,67.52,Successful,,2025-03-22 01:47:36
448,ORD-2025-000427,SES-2025-016670,Apple Pay,33.97,Successful,,2025-10-27 03:27:03
449,,SES-2025-016712,Credit Card,39.99,Failed,DECLINED_BY_ISSUER,2025-12-28 14:41:27
450,ORD-2025-000428,SES-2025-016714,Buy Now Pay Later,51.28,Successful,,2025-12-11 06:25:03
451,ORD-2025-000429,SES-2025-016723,Debit Card,87.44,Successful,,2025-11-16 01:58:14
452,ORD-2025-000430,SES-2025-016731,Credit Card,36.14,Successful,,2025-05-20 07:25:21
453,ORD-2025-000431,SES-2025-016765,Credit Card,33.97,Successful,,2025-02-02 19:46:38
454,ORD-2025-000432,SES-2025-016797,Apple Pay,39.38,Successful,,2025-10-17 09:20:53
455,ORD-2025-000433,SES-2025-016804,Debit Card,755.59,Successful,,2025-12-25 05:27:09
456,ORD-2025-000434,SES-2025-016818,Credit Card,49.13,Successful,,2025-12-25 05:20:03
457,ORD-2025-000435,SES-2025-016853,PayPal,77.62,Successful,,2025-05-10 22:42:31
458,ORD-2025-000436,SES-2025-016857,Debit Card,96.34,Successful,,2025-04-08 04:50:25
459,ORD-2025-000437,SES-2025-017011,Debit Card,74.8,Successful,,2025-01-09 10:31:26
460,ORD-2025-000438,SES-2025-017030,Debit Card,47.28,Successful,,2025-08-06 21:36:43
461,ORD-2025-000439,SES-2025-017052,Buy Now Pay Later,83.75,Successful,,2025-07-02 19:49:49
462,ORD-2025-000440,SES-2025-017118,Credit Card,377.79,Successful,,2025-06-08 18:09:07
463,,SES-2025-017119,Credit Card,22.0,Failed,DECLINED_BY_ISSUER,2025-12-18 18:32:01
464,ORD-2025-000441,SES-2025-017147,Credit Card,44.8,Successful,,2025-12-09 17:15:41
465,ORD-2025-000442,SES-2025-017206,Credit Card,31.81,Successful,,2025-07-06 08:37:43
466,ORD-2025-000443,SES-2025-017258,Credit Card,377.79,Successful,,2025-12-25 20:58:41
467,ORD-2025-000444,SES-2025-017272,PayPal,67.52,Successful,,2025-08-21 21:03:14
468,,SES-2025-017291,Credit Card,50.0,Failed,DECLINED_BY_ISSUER,2025-10-31 17:56:05
469,ORD-2025-000445,SES-2025-017306,Buy Now Pay Later,324.73,Successful,,2025-09-27 16:33:48
470,ORD-2025-000446,SES-2025-017340,Buy Now Pay Later,92.01,Successful,,2025-06-10 06:49:40
471,ORD-2025-000447,SES-2025-017342,Buy Now Pay Later,61.03,Successful,,2025-07-03 06:56:24
472,ORD-2025-000448,SES-2025-017364,PayPal,44.8,Successful,,2025-11-14 10:51:18
473,ORD-2025-000449,SES-2025-017366,Debit Card,85.52,Successful,,2025-09-25 03:05:19
474,ORD-2025-000450,SES-2025-017453,Credit Card,35.05,Successful,,2025-12-18 22:00:56
475,ORD-2025-000451,SES-2025-017496,PayPal,36.14,Successful,,2025-04-12 20:05:19
476,,SES-2025-017504,PayPal,49.99,Failed,DECLINED_BY_ISSUER,2025-11-18 18:48:41
477,ORD-2025-000452,SES-2025-017550,Credit Card,81.6,Successful,,2025-11-08 12:59:43
478,ORD-2025-000453,SES-2025-017558,Credit Card,108.08,Successful,,2025-12-27 12:17:12
479,ORD-2025-000454,SES-2025-017586,Apple Pay,289.03,Successful,,2025-12-25 13:36:48
480,ORD-2025-000455,SES-2025-017603,Credit Card,95.26,Successful,,2025-07-27 03:15:19
481,ORD-2025-000456,SES-2025-017606,Debit Card,81.6,Successful,,2025-10-31 15:29:07
482,ORD-2025-000457,SES-2025-017635,Credit Card,44.8,Successful,,2025-08-05 02:48:45
483,,SES-2025-017678,PayPal,34.0,Failed,DECLINED_BY_ISSUER,2025-05-02 20:53:48
484,ORD-2025-000458,SES-2025-017692,Credit Card,77.27,Successful,,2025-04-09 19:55:52
485,ORD-2025-000459,SES-2025-017767,Credit Card,589.48,Successful,,2025-09-07 07:34:12
486,ORD-2025-000460,SES-2025-017811,Debit Card,103.92,Successful,,2025-01-29 11:17:02
487,ORD-2025-000461,SES-2025-017812,Credit Card,36.14,Successful,,2025-04-24 15:41:50
488,ORD-2025-000462,SES-2025-017856,Apple Pay,38.3,Successful,,2025-12-19 10:35:54
489,ORD-2025-000463,SES-2025-017862,Credit Card,61.03,Successful,,2025-12-15 21:29:09
490,ORD-2025-000464,SES-2025-017955,Debit Card,74.8,Successful,,2025-10-08 18:08:26
491,ORD-2025-000465,SES-2025-017958,Apple Pay,98.23,Successful,,2025-09-26 07:52:36
492,ORD-2025-000466,SES-2025-017971,Debit Card,55.62,Successful,,2025-02-21 09:11:54
493,ORD-2025-000467,SES-2025-018109,Credit Card,42.63,Successful,,2025-02-01 03:23:37
494,ORD-2025-000468,SES-2025-018120,Credit Card,77.27,Successful,,2025-09-17 05:22:56
495,ORD-2025-000469,SES-2025-018345,Credit Card,55.15,Successful,,2025-08-04 14:48:09
496,ORD-2025-000470,SES-2025-018347,Credit Card,38.3,Successful,,2025-12-28 21:09:09
497,ORD-2025-000471,SES-2025-018352,Credit Card,55.62,Successful,,2025-04-29 18:48:13
498,ORD-2025-000472,SES-2025-018397,Credit Card,39.43,Successful,,2025-11-07 01:15:51
499,ORD-2025-000473,SES-2025-018542,Credit Card,53.46,Successful,,2025-04-08 01:21:31
500,ORD-2025-000474,SES-2025-018548,Buy Now Pay Later,88.1,Successful,,2025-11-24 23:18:37
501,ORD-2025-000475,SES-2025-018574,PayPal,92.01,Successful,,2025-09-28 15:27:30
502,ORD-2025-000476,SES-2025-018578,Apple Pay,119.08,Successful,,2025-12-22 00:58:39
503,ORD-2025-000477,SES-2025-018647,PayPal,90.93,Successful,,2025-09-15 19:20:03
504,ORD-2025-000478,SES-2025-018879,Credit Card,102.84,Successful,,2025-12-17 08:22:25
505,ORD-2025-000479,SES-2025-018930,Credit Card,324.74,Successful,,2025-06-12 11:20:09
506,ORD-2025-000480,SES-2025-019012,Credit Card,67.52,Successful,,2025-08-06 10:26:27
507,ORD-2025-000481,SES-2025-019025,PayPal,62.1,Successful,,2025-09-24 08:16:47
508,ORD-2025-000482,SES-2025-019028,Debit Card,85.52,Successful,,2025-07-22 18:16:33
509,ORD-2025-000483,SES-2025-019065,Credit Card,36.48,Successful,,2025-12-16 10:17:11
510,,SES-2025-019104,Debit Card,25.0,Failed,DECLINED_BY_ISSUER,2025-12-29 19:10:44
511,ORD-2025-000484,SES-2025-019164,Credit Card,74.8,Successful,,2025-08-27 02:11:38
512,ORD-2025-000485,SES-2025-019220,Debit Card,38.3,Successful,,2025-07-09 19:08:07
513,ORD-2025-000486,SES-2025-019383,Credit Card,173.18,Successful,,2025-09-19 04:45:10
514,ORD-2025-000487,SES-2025-019396,Debit Card,55.62,Successful,,2025-12-12 22:06:36
515,ORD-2025-000488,SES-2025-019403,Debit Card,96.34,Successful,,2025-07-19 06:37:36
516,ORD-2025-000489,SES-2025-019423,Credit Card,96.34,Successful,,2025-08-28 10:13:22
517,ORD-2025-000490,SES-2025-019447,Debit Card,49.13,Successful,,2025-01-03 07:31:25
518,ORD-2025-000491,SES-2025-019478,Debit Card,88.1,Successful,,2025-09-29 19:45:38
519,ORD-2025-000492,SES-2025-019487,PayPal,33.54,Successful,,2025-08-23 23:21:59
520,ORD-2025-000493,SES-2025-019510,Debit Card,205.68,Successful,,2025-09-21 21:44:54
521,ORD-2025-000494,SES-2025-019551,Debit Card,42.63,Successful,,2025-07-11 20:28:43
522,ORD-2025-000495,SES-2025-019580,Debit Card,31.81,Successful,,2025-12-03 02:05:34
523,ORD-2025-000496,SES-2025-019663,Buy Now Pay Later,61.03,Successful,,2025-07-17 09:50:23
524,ORD-2025-000497,SES-2025-019684,Credit Card,33.97,Successful,,2025-01-12 19:45:12
525,ORD-2025-000498,SES-2025-019687,Apple Pay,55.62,Successful,,2025-09-27 19:55:34
526,ORD-2025-000499,SES-2025-019720,PayPal,96.34,Successful,,2025-12-06 17:21:31
527,ORD-2025-000500,SES-2025-019852,Credit Card,85.52,Successful,,2025-05-22 20:59:58
528,ORD-2025-000501,SES-2025-019902,Credit Card,238.15,Successful,,2025-11-06 16:10:57
529,,SES-2025-019907,Credit Card,145.0,Failed,DECLINED_BY_ISSUER,2025-03-31 07:01:57
530,ORD-2025-000502,SES-2025-019963,Credit Card,67.52,Successful,,2025-10-14 00:04:06
531,ORD-2025-000503,SES-2025-019967,Credit Card,151.53,Successful,,2025-08-03 06:42:43
532,ORD-2025-000504,SES-2025-019968,Debit Card,77.27,Successful,,2025-11-23 09:22:01
533,ORD-2025-000505,SES-2025-020024,Credit Card,96.34,Successful,,2025-12-21 22:44:58
534,ORD-2025-000506,SES-2025-020031,PayPal,33.97,Successful,,2025-12-14 20:42:32
535,ORD-2025-000507,SES-2025-020058,PayPal,162.36,Successful,,2025-07-06 22:30:10
536,ORD-2025-000508,SES-2025-020066,Credit Card,33.97,Successful,,2025-07-16 05:45:06
537,ORD-2025-000509,SES-2025-020074,Buy Now Pay Later,136.4,Successful,,2025-09-05 22:24:07
538,ORD-2025-000510,SES-2025-020076,Credit Card,83.75,Successful,,2025-01-29 06:39:45
539,ORD-2025-000511,SES-2025-020095,Debit Card,51.28,Successful,,2025-02-19 03:55:39
540,ORD-2025-000512,SES-2025-020117,Credit Card,156.96,Successful,,2025-09-27 17:57:53
541,ORD-2025-000513,SES-2025-020152,Credit Card,36.14,Successful,,2025-12-07 04:06:51
542,ORD-2025-000514,SES-2025-020168,PayPal,64.28,Successful,,2025-04-28 02:39:37
543,ORD-2025-000515,SES-2025-020175,PayPal,92.01,Successful,,2025-11-27 17:13:23
544,ORD-2025-000516,SES-2025-020196,Credit Card,192.69,Successful,,2025-12-09 22:30:40
545,ORD-2025-000517,SES-2025-020267,Apple Pay,59.95,Successful,,2025-02-04 20:52:52
546,ORD-2025-000518,SES-2025-020292,Debit Card,41.4,Successful,,2025-08-30 18:17:32
547,ORD-2025-000519,SES-2025-020293,Credit Card,171.04,Successful,,2025-05-01 00:43:42
548,ORD-2025-000520,SES-2025-020339,PayPal,31.81,Successful,,2025-12-17 06:54:23
549,ORD-2025-000521,SES-2025-020409,Buy Now Pay Later,156.96,Successful,,2025-08-13 05:19:40
550,ORD-2025-000522,SES-2025-020471,Debit Card,55.62,Successful,,2025-02-23 20:27:16
551,ORD-2025-000523,SES-2025-020490,Credit Card,61.03,Successful,,2025-12-28 11:39:59
552,ORD-2025-000524,SES-2025-020532,Credit Card,42.63,Successful,,2025-10-10 18:26:45
553,ORD-2025-000525,SES-2025-020568,Credit Card,97.41,Successful,,2025-04-10 01:56:49
554,ORD-2025-000526,SES-2025-020570,PayPal,82.27,Successful,,2025-12-07 09:06:38
555,ORD-2025-000527,SES-2025-020580,Debit Card,62.1,Successful,,2025-03-07 04:30:51
556,ORD-2025-000528,SES-2025-020660,Credit Card,42.63,Successful,,2025-09-09 02:38:58
557,ORD-2025-000529,SES-2025-020661,Credit Card,62.1,Successful,,2025-09-17 22:14:13
558,ORD-2025-000530,SES-2025-020693,PayPal,92.01,Successful,,2025-12-09 01:49:48
559,ORD-2025-000531,SES-2025-020720,Credit Card,96.34,Successful,,2025-12-11 00:31:58
560,ORD-2025-000532,SES-2025-020729,Debit Card,55.62,Successful,,2025-09-09 12:38:21
561,ORD-2025-000533,SES-2025-020771,Credit Card,324.74,Successful,,2025-02-08 12:40:20
562,ORD-2025-000534,SES-2025-020825,Buy Now Pay Later,49.13,Successful,,2025-01-14 14:28:10
