order_id,user_id,session_id,order_timestamp,subtotal,discount_amount,shipping_fee,tax_amount,total_amount,order_status,shipping_method
ORD-2025-000210,2955,SES-2025-007879,2025-04-23 12:06:42,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000211,5636,SES-2025-007905,2025-06-06 12:39:41,170.0,0.0,0.0,14.03,184.03,Delivered,Free Standard
ORD-2025-000212,6993,SES-2025-007960,2025-06-21 23:31:01,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000213,331,SES-2025-007974,2025-06-28 13:27:56,66.0,6.6,7.99,5.45,72.84,Delivered,Standard Ground
ORD-2025-000214,6553,SES-2025-008042,2025-08-09 05:44:09,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000215,1917,SES-2025-008181,2025-11-29 05:13:22,149.99,15.0,0.0,12.37,147.36,Delivered,Free Standard
ORD-2025-000216,3172,SES-2025-008225,2025-05-29 23:33:23,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000217,374,SES-2025-008259,2025-04-23 10:28:22,76.0,0.0,0.0,6.27,82.27,Delivered,Free Standard
ORD-2025-000218,1835,SES-2025-008312,2025-12-28 20:43:24,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000219,9182,SES-2025-008326,2025-09-15 18:47:04,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000220,9531,SES-2025-008328,2025-08-01 10:17:29,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000221,6572,SES-2025-008337,2025-12-20 18:47:43,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000222,1019,SES-2025-008347,2025-12-15 06:29:34,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000223,4510,SES-2025-008378,2025-11-07 10:27:00,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000224,8834,SES-2025-008418,2025-10-10 10:32:29,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000225,9467,SES-2025-008443,2025-01-02 02:04:53,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000226,1532,SES-2025-008530,2025-12-24 20:43:20,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000227,1377,SES-2025-008543,2025-09-14 15:21:00,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000228,7489,SES-2025-008572,2025-01-11 23:50:09,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000229,2277,SES-2025-008770,2025-12-20 11:38:39,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000230,9759,SES-2025-008808,2025-08-25 01:03:37,449.97,0.0,0.0,37.12,487.09,Delivered,Free Standard
ORD-2025-000231,1842,SES-2025-008878,2025-12-08 23:59:50,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000232,5441,SES-2025-008991,2025-03-27 11:11:21,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000233,8693,SES-2025-009014,2025-10-18 13:51:45,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000234,1492,SES-2025-009069,2025-08-03 13:49:00,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000235,8706,SES-2025-009089,2025-11-23 01:04:15,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000236,5866,SES-2025-009099,2025-07-14 17:56:57,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000237,2536,SES-2025-009127,2025-10-03 10:20:59,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000238,7742,SES-2025-009256,2025-02-04 17:26:51,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000239,4433,SES-2025-009266,2025-05-31 06:14:54,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000240,2902,SES-2025-009278,2025-03-02 06:50:28,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000241,7978,SES-2025-009349,2025-09-01 09:47:56,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000242,4570,SES-2025-009386,2025-11-17 19:48:57,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000243,7857,SES-2025-009401,2025-08-21 17:26:40,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000244,441,SES-2025-009434,2025-10-28 14:25:37,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000245,9032,SES-2025-009496,2025-02-23 09:28:40,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000246,1373,SES-2025-009503,2025-11-24 05:28:14,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000247,9660,SES-2025-009637,2025-08-20 16:16:29,50.0,0.0,7.99,4.12,62.11,Delivered,Standard Ground
ORD-2025-000248,8373,SES-2025-009642,2025-06-13 09:33:35,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000249,9440,SES-2025-009656,2025-09-01 01:21:26,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000250,4557,SES-2025-009681,2025-12-28 06:30:00,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000251,8930,SES-2025-009755,2025-11-08 14:31:33,52.0,0.0,7.99,4.29,64.28,Delivered,Standard Ground
ORD-2025-000252,110,SES-2025-009803,2025-12-13 04:20:38,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000253,4807,SES-2025-009817,2025-12-13 03:42:33,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000254,6409,SES-2025-009836,2025-05-25 14:48:52,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000255,6369,SES-2025-009992,2025-12-22 09:52:16,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000256,2990,SES-2025-010057,2025-10-31 08:49:39,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000257,1540,SES-2025-010059,2025-11-25 02:05:30,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000258,8501,SES-2025-010088,2025-04-13 03:40:59,29.0,0.0,7.99,2.39,39.38,Delivered,Standard Ground
ORD-2025-000259,309,SES-2025-010145,2025-08-06 11:04:37,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000260,2707,SES-2025-010146,2025-11-09 13:21:32,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000261,6048,SES-2025-010221,2025-09-11 17:27:06,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000262,1239,SES-2025-010467,2025-06-26 23:54:03,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000263,1064,SES-2025-010645,2025-05-16 19:39:22,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000264,9222,SES-2025-010677,2025-12-27 14:43:18,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000265,3970,SES-2025-010768,2025-10-22 23:31:52,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000266,4378,SES-2025-010803,2025-12-26 11:44:12,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000267,3335,SES-2025-010972,2025-11-28 08:42:43,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000268,3592,SES-2025-010974,2025-06-24 04:42:42,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000269,1253,SES-2025-010979,2025-08-07 03:46:21,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000270,9595,SES-2025-011016,2025-05-11 10:41:20,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000271,4556,SES-2025-011019,2025-12-11 07:48:40,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000272,6157,SES-2025-011045,2025-11-10 16:25:31,237.0,0.0,0.0,19.55,256.55,Delivered,Free Standard
ORD-2025-000273,517,SES-2025-011057,2025-09-16 05:03:33,178.0,0.0,0.0,14.69,192.69,Delivered,Free Standard
ORD-2025-000274,7963,SES-2025-011121,2025-08-03 00:34:24,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000275,3724,SES-2025-011148,2025-12-11 18:20:15,79.99,0.0,0.0,6.6,86.59,Processing,Free Standard
ORD-2025-000276,6775,SES-2025-011176,2025-06-03 20:53:01,26.0,2.6,7.99,2.15,33.54,Delivered,Standard Ground
ORD-2025-000277,6696,SES-2025-011184,2025-12-16 22:24:47,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000278,4807,SES-2025-011241,2025-12-22 01:42:28,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000279,6957,SES-2025-011269,2025-08-17 19:13:59,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000280,8907,SES-2025-011311,2025-12-22 06:52:30,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000281,7119,SES-2025-011394,2025-11-15 02:42:53,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000282,6247,SES-2025-011399,2025-12-27 05:57:54,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000283,9649,SES-2025-011434,2025-02-24 06:14:51,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000284,5928,SES-2025-011554,2025-12-07 11:28:10,149.99,0.0,0.0,12.37,162.36,Delivered,Free Standard
ORD-2025-000285,3931,SES-2025-011600,2025-08-07 22:25:55,449.97,0.0,0.0,37.12,487.09,Delivered,Free Standard
ORD-2025-000286,9228,SES-2025-011704,2025-05-11 06:35:54,52.0,0.0,7.99,4.29,64.28,Delivered,Standard Ground
ORD-2025-000287,9955,SES-2025-011816,2025-05-28 15:00:10,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000288,8608,SES-2025-011838,2025-12-11 13:13:06,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000289,352,SES-2025-011920,2025-09-13 22:13:52,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000290,4389,SES-2025-012006,2025-10-10 21:48:41,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000291,4436,SES-2025-012120,2025-10-08 16:23:08,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000292,1218,SES-2025-012199,2025-12-25 17:09:08,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000293,8078,SES-2025-012212,2025-12-05 19:20:32,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000294,6428,SES-2025-012213,2025-12-25 22:23:39,79.98,0.0,0.0,6.6,86.58,Delivered,Free Standard
ORD-2025-000295,9028,SES-2025-012246,2025-01-18 22:28:06,159.98,0.0,0.0,13.2,173.18,Delivered,Free Standard
ORD-2025-000296,2749,SES-2025-012301,2025-08-31 12:59:54,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000297,4893,SES-2025-012326,2025-08-03 14:32:47,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000298,7638,SES-2025-012335,2025-12-25 08:21:33,99.98,0.0,0.0,8.25,108.23,Processing,Free Standard
ORD-2025-000299,830,SES-2025-012342,2025-12-10 05:51:29,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000300,1953,SES-2025-012346,2025-02-06 23:56:07,68.0,0.0,7.99,5.61,81.6,Processing,Standard Ground
ORD-2025-000301,9193,SES-2025-012393,2025-09-17 13:57:45,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000302,3678,SES-2025-012394,2025-10-12 12:17:22,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000303,6710,SES-2025-012399,2025-04-30 03:17:36,84.0,8.4,0.0,6.93,82.53,Processing,Free Standard
ORD-2025-000304,4058,SES-2025-012411,2025-10-29 20:23:32,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000305,4129,SES-2025-012465,2025-06-25 04:19:39,99.98,0.0,0.0,8.25,108.23,Delivered,Free Standard
ORD-2025-000306,2042,SES-2025-012490,2025-04-26 23:46:17,136.0,0.0,0.0,11.22,147.22,Processing,Free Standard
ORD-2025-000307,3597,SES-2025-012553,2025-10-01 22:57:32,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000308,5215,SES-2025-012566,2025-04-09 00:37:40,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000309,7790,SES-2025-012580,2025-09-12 01:11:12,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000310,6619,SES-2025-012585,2025-10-03 01:20:58,74.0,7.4,7.99,6.11,80.7,Processing,Standard Ground
ORD-2025-000311,4341,SES-2025-012664,2025-12-07 20:41:38,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000312,5594,SES-2025-012730,2025-12-29 21:13:40,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000313,9376,SES-2025-012737,2025-06-13 05:26:09,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000314,9947,SES-2025-012765,2025-11-07 04:14:39,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000315,4087,SES-2025-012789,2025-03-17 12:34:04,79.98,0.0,0.0,6.6,86.58,Processing,Free Standard
ORD-2025-000316,2848,SES-2025-012848,2025-12-22 21:52:11,95.0,9.5,0.0,7.84,93.34,Delivered,Free Standard
ORD-2025-000317,636,SES-2025-012872,2025-11-20 10:11:59,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000318,5353,SES-2025-012916,2025-10-27 16:51:59,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000319,5582,SES-2025-012924,2025-04-25 17:30:00,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000320,6380,SES-2025-012968,2025-11-03 08:43:51,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000321,5580,SES-2025-013079,2025-12-16 21:51:01,599.98,0.0,0.0,49.5,649.48,Delivered,Free Standard
ORD-2025-000322,5296,SES-2025-013084,2025-05-28 06:02:30,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000323,7165,SES-2025-013086,2025-09-05 11:16:26,698.0,0.0,0.0,57.59,755.59,Delivered,Free Standard
ORD-2025-000324,2605,SES-2025-013156,2025-11-19 14:57:17,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000325,1853,SES-2025-013174,2025-09-14 06:08:43,84.0,8.4,0.0,6.93,82.53,Delivered,Free Standard
ORD-2025-000326,7826,SES-2025-013285,2025-11-14 12:42:25,99.98,0.0,0.0,8.25,108.23,Delivered,Free Standard
ORD-2025-000327,1051,SES-2025-013310,2025-10-10 07:44:24,89.99,9.0,0.0,7.42,88.41,Delivered,Free Standard
ORD-2025-000328,3155,SES-2025-013313,2025-11-16 02:44:43,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000329,2805,SES-2025-013362,2025-05-22 04:01:22,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000330,1325,SES-2025-013369,2025-11-09 22:43:06,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000331,2801,SES-2025-013377,2025-10-23 06:07:17,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000332,5380,SES-2025-013393,2025-06-05 20:00:21,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000333,5004,SES-2025-013425,2025-02-22 20:43:04,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000334,5576,SES-2025-013431,2025-08-05 16:57:20,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000335,5860,SES-2025-013438,2025-10-02 14:59:57,179.98,0.0,0.0,14.85,194.83,Delivered,Free Standard
ORD-2025-000336,3144,SES-2025-013469,2025-07-19 11:18:21,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000337,8163,SES-2025-013543,2025-03-03 05:34:33,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000338,5451,SES-2025-013551,2025-01-31 22:35:37,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000339,2645,SES-2025-013560,2025-05-14 22:20:37,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000340,158,SES-2025-013578,2025-12-22 18:20:41,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000341,270,SES-2025-013587,2025-10-14 10:37:46,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000342,8577,SES-2025-013633,2025-06-11 08:19:48,109.98,0.0,0.0,9.07,119.05,Delivered,Free Standard
ORD-2025-000343,7815,SES-2025-013773,2025-11-09 08:06:13,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000344,1826,SES-2025-013777,2025-08-26 22:48:58,74.0,7.4,7.99,6.11,80.7,Delivered,Standard Ground
ORD-2025-000345,6995,SES-2025-013897,2025-11-08 11:11:53,290.0,0.0,0.0,23.93,313.93,Delivered,Free Standard
ORD-2025-000346,9172,SES-2025-013949,2025-02-17 12:17:32,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000347,4068,SES-2025-014014,2025-09-17 23:38:16,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000348,5579,SES-2025-014051,2025-03-05 22:32:02,435.0,0.0,0.0,35.89,470.89,Delivered,Free Standard
ORD-2025-000349,2605,SES-2025-014055,2025-05-14 09:02:25,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000350,8002,SES-2025-014059,2025-11-28 16:17:15,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000351,6350,SES-2025-014080,2025-03-29 17:29:55,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000352,9738,SES-2025-014147,2025-02-07 15:04:40,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000353,2039,SES-2025-014172,2025-02-06 14:27:18,255.0,0.0,0.0,21.04,276.04,Delivered,Free Standard
ORD-2025-000354,1171,SES-2025-014177,2025-10-25 17:04:40,119.97,0.0,0.0,9.9,129.87,Delivered,Free Standard
ORD-2025-000355,7912,SES-2025-014235,2025-01-02 12:33:22,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000356,8624,SES-2025-014270,2025-12-11 14:43:53,79.99,0.0,0.0,6.6,86.59,Delivered,Free Standard
ORD-2025-000357,3865,SES-2025-014294,2025-10-29 17:28:01,179.98,0.0,0.0,14.85,194.83,Delivered,Free Standard
ORD-2025-000358,1606,SES-2025-014316,2025-12-07 00:22:30,74.0,7.4,7.99,6.11,80.7,Delivered,Standard Ground
ORD-2025-000359,6603,SES-2025-014351,2025-12-14 20:25:59,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000360,7799,SES-2025-014428,2025-12-30 13:40:16,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000361,5715,SES-2025-014441,2025-11-28 17:53:30,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000362,7197,SES-2025-014444,2025-12-28 01:05:02,95.0,0.0,0.0,7.84,102.84,Delivered,Free Standard
ORD-2025-000363,5549,SES-2025-014465,2025-11-08 15:44:43,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000364,5138,SES-2025-014477,2025-11-28 05:34:52,50.0,0.0,7.99,4.12,62.11,Delivered,Standard Ground
ORD-2025-000365,5040,SES-2025-014514,2025-04-26 12:32:04,84.0,0.0,0.0,6.93,90.93,Delivered,Free Standard
ORD-2025-000366,7575,SES-2025-014625,2025-12-28 13:11:19,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000367,6245,SES-2025-014626,2025-12-22 19:30:45,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000368,1323,SES-2025-014686,2025-12-15 12:43:49,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000369,674,SES-2025-014747,2025-12-23 23:35:58,39.99,0.0,7.99,3.3,51.28,Processing,Standard Ground
ORD-2025-000370,252,SES-2025-014767,2025-08-05 08:29:23,159.98,0.0,0.0,13.2,173.18,Delivered,Free Standard
ORD-2025-000371,1093,SES-2025-014797,2025-06-18 17:00:02,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000372,5805,SES-2025-014843,2025-05-06 12:51:57,56.0,0.0,7.99,4.62,68.61,Delivered,Standard Ground
ORD-2025-000373,3595,SES-2025-014846,2025-05-15 16:05:32,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000374,1418,SES-2025-014909,2025-12-28 11:47:45,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000375,72,SES-2025-014946,2025-04-12 11:17:05,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000376,6926,SES-2025-014969,2025-06-16 13:03:13,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000377,693,SES-2025-015007,2025-11-27 20:22:41,98.0,9.8,0.0,8.09,96.29,Delivered,Free Standard
ORD-2025-000378,1186,SES-2025-015031,2025-09-15 16:21:12,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000379,6191,SES-2025-015077,2025-12-14 10:47:26,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000380,6681,SES-2025-015088,2025-05-25 15:10:41,145.0,14.5,0.0,11.96,142.46,Processing,Free Standard
ORD-2025-000381,7832,SES-2025-015094,2025-05-12 06:09:44,79.99,8.0,0.0,6.6,78.59,Delivered,Free Standard
ORD-2025-000382,4926,SES-2025-015201,2025-07-07 00:02:05,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000383,1537,SES-2025-015206,2025-03-21 23:58:25,28.0,2.8,7.99,2.31,35.5,Processing,Standard Ground
ORD-2025-000384,9097,SES-2025-015222,2025-03-17 07:15:21,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000385,8326,SES-2025-015225,2025-10-01 01:15:12,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000386,1654,SES-2025-015284,2025-10-25 14:42:25,26.0,0.0,7.99,2.15,36.14,Processing,Standard Ground
ORD-2025-000387,6975,SES-2025-015290,2025-04-21 10:55:50,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000388,581,SES-2025-015369,2025-04-23 00:24:06,66.0,0.0,7.99,5.45,79.44,Delivered,Standard Ground
ORD-2025-000389,9885,SES-2025-015375,2025-03-29 02:43:42,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000390,8081,SES-2025-015517,2025-03-09 18:15:56,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000391,2859,SES-2025-015545,2025-12-09 04:57:40,95.0,9.5,0.0,7.84,93.34,Delivered,Free Standard
ORD-2025-000392,9572,SES-2025-015581,2025-12-03 00:31:13,72.0,0.0,7.99,5.94,85.93,Delivered,Standard Ground
ORD-2025-000393,6168,SES-2025-015609,2025-06-11 04:15:46,148.0,0.0,0.0,12.21,160.21,Delivered,Free Standard
ORD-2025-000394,1245,SES-2025-015616,2025-11-19 02:49:40,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000395,3771,SES-2025-015689,2025-03-02 22:53:06,237.0,23.7,0.0,19.55,232.85,Delivered,Free Standard
ORD-2025-000396,5609,SES-2025-015700,2025-07-10 04:08:52,435.0,0.0,0.0,35.89,470.89,Delivered,Free Standard
ORD-2025-000397,7475,SES-2025-015741,2025-03-14 19:38:31,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000398,9488,SES-2025-015750,2025-12-15 07:19:23,96.0,0.0,0.0,7.92,103.92,Delivered,Free Standard
ORD-2025-000399,7173,SES-2025-015755,2025-08-05 23:30:48,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000400,7272,SES-2025-015800,2025-10-02 18:00:46,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000401,1468,SES-2025-015836,2025-05-27 15:03:56,66.0,0.0,7.99,5.45,79.44,Delivered,Standard Ground
ORD-2025-000402,5791,SES-2025-015845,2025-12-21 17:33:07,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000403,7285,SES-2025-015854,2025-12-02 11:06:18,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000404,4105,SES-2025-015863,2025-05-09 20:29:52,267.0,0.0,0.0,22.03,289.03,Delivered,Free Standard
ORD-2025-000405,8175,SES-2025-015890,2025-10-21 11:47:11,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000406,172,SES-2025-015928,2025-08-25 17:53:50,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000407,8995,SES-2025-015940,2025-12-22 19:49:48,49.0,4.9,7.99,4.04,56.13,Delivered,Standard Ground
ORD-2025-000408,8600,SES-2025-015960,2025-12-26 08:13:10,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000409,156,SES-2025-015971,2025-12-31 07:15:58,79.98,8.0,0.0,6.6,78.58,Processing,Free Standard
ORD-2025-000410,543,SES-2025-016059,2025-10-24 14:18:19,239.97,0.0,0.0,19.8,259.77,Delivered,Free Standard
ORD-2025-000411,372,SES-2025-016071,2025-09-06 07:39:48,145.0,14.5,0.0,11.96,142.46,Delivered,Free Standard
ORD-2025-000412,3003,SES-2025-016120,2025-12-16 21:03:49,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000413,3590,SES-2025-016150,2025-10-09 23:00:47,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000414,4097,SES-2025-016159,2025-12-29 14:05:43,85.0,8.5,0.0,7.01,83.51,Delivered,Free Standard
ORD-2025-000415,403,SES-2025-016217,2025-02-11 03:39:21,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000416,5420,SES-2025-016223,2025-10-04 03:52:38,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000417,228,SES-2025-016257,2025-11-28 02:15:56,29.0,0.0,7.99,2.39,39.38,Delivered,Standard Ground
ORD-2025-000418,6859,SES-2025-016339,2025-09-08 04:26:11,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000419,4382,SES-2025-016426,2025-08-25 03:35:51,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
