session_id,user_id,session_start,device_type,traffic_source,page_views,duration_seconds,is_bounced,has_converted
SES-2025-001389,9583.0,2025-10-07 17:48:28,Desktop,Email,3,105,0,0
SES-2025-001390,1871.0,2025-03-31 09:08:41,Desktop,Affiliate,4,82,0,0
SES-2025-001391,,2025-03-10 23:12:59,Desktop,Organic Search,1,9,1,0
SES-2025-001392,,2025-06-17 07:59:45,Mobile,Organic Search,3,80,0,0
SES-2025-001393,,2025-02-26 23:38:05,Mobile,Organic Search,1,10,1,0
SES-2025-001394,,2025-05-07 20:43:24,Mobile,Direct,1,14,1,0
SES-2025-001395,,2025-03-17 01:55:11,Desktop,Organic Search,1,16,1,0
SES-2025-001396,6760.0,2025-11-06 09:51:22,Mobile,Direct,2,65,0,0
SES-2025-001397,6171.0,2025-10-18 15:47:37,Mobile,Organic Search,3,103,0,0
SES-2025-001398,5806.0,2025-07-22 21:17:47,Mobile,Organic Search,3,74,0,0
SES-2025-001399,,2025-10-08 02:26:16,Mobile,Email,1,5,1,0
SES-2025-001400,,2025-10-16 03:04:32,Mobile,Paid Social,1,8,1,0
SES-2025-001401,,2025-08-26 23:32:01,Tablet,Organic Search,3,109,0,0
SES-2025-001402,7381.0,2025-11-22 23:19:06,Tablet,Organic Search,1,15,1,0
SES-2025-001403,4686.0,2025-07-25 11:35:41,Desktop,Direct,4,134,0,0
SES-2025-001404,,2025-04-03 22:25:32,Desktop,Direct,3,66,0,0
SES-2025-001405,,2025-02-25 11:05:24,Desktop,Email,1,6,1,0
SES-2025-001406,7068.0,2025-10-02 22:47:55,Mobile,Organic Search,3,77,0,0
SES-2025-001407,2892.0,2025-11-18 10:40:47,Mobile,Paid Social,1,8,1,0
SES-2025-001408,2153.0,2025-12-16 22:21:38,Mobile,Organic Search,3,46,0,0
SES-2025-001409,,2025-04-05 05:17:56,Mobile,Paid Social,4,105,0,0
SES-2025-001410,1968.0,2025-10-25 22:57:21,Mobile,Affiliate,4,121,0,0
SES-2025-001411,,2025-10-02 03:24:09,Mobile,Paid Search,1,15,1,0
SES-2025-001412,7204.0,2025-12-16 20:09:35,Mobile,Email,1,17,1,0
SES-2025-001413,7845.0,2025-12-04 04:35:44,Mobile,Paid Search,1,11,1,0
SES-2025-001414,,2025-07-19 20:01:22,Mobile,Paid Search,2,70,0,0
SES-2025-001415,8846.0,2025-11-18 10:52:24,Desktop,Organic Search,3,63,0,0
SES-2025-001416,680.0,2025-06-03 15:53:57,Mobile,Email,3,114,0,0
SES-2025-001417,4903.0,2025-11-24 08:44:19,Mobile,Organic Search,3,55,0,0
SES-2025-001418,3728.0,2025-10-13 00:51:10,Mobile,Direct,3,102,0,0
SES-2025-001419,4198.0,2025-11-17 12:48:10,Mobile,Paid Social,1,13,1,0
SES-2025-001420,,2025-12-15 19:03:44,Mobile,Direct,2,43,0,0
SES-2025-001421,4466.0,2025-11-14 12:01:07,Desktop,Paid Search,1,14,1,0
SES-2025-001422,6929.0,2025-11-03 11:56:01,Mobile,Organic Search,1,8,1,0
SES-2025-001423,6809.0,2025-10-28 01:48:25,Desktop,Organic Search,1,14,1,0
SES-2025-001424,4422.0,2025-02-19 04:14:57,Desktop,Affiliate,3,97,0,0
SES-2025-001425,6404.0,2025-12-04 17:14:06,Mobile,Affiliate,2,56,0,0
SES-2025-001426,,2025-02-02 00:02:49,Mobile,Paid Search,1,8,1,0
SES-2025-001427,3871.0,2025-10-10 11:53:53,Desktop,Organic Search,2,46,0,0
SES-2025-001428,270.0,2025-10-09 17:17:06,Mobile,Paid Social,1,18,1,0
SES-2025-001429,,2025-04-01 11:55:25,Mobile,Email,1,8,1,0
SES-2025-001430,4211.0,2025-10-20 12:43:41,Mobile,Email,4,123,0,0
SES-2025-001431,3139.0,2025-12-08 09:51:19,Tablet,Organic Search,1,10,1,0
SES-2025-001432,9990.0,2025-11-01 09:23:06,Desktop,Paid Search,3,85,0,0
SES-2025-001433,5228.0,2025-12-30 19:55:43,Mobile,Direct,2,70,0,0
SES-2025-001434,6411.0,2025-03-10 03:46:04,Mobile,Affiliate,1,6,1,0
SES-2025-001435,5298.0,2025-12-20 12:44:12,Mobile,Paid Search,7,171,0,1
SES-2025-001436,7337.0,2025-10-16 05:19:33,Desktop,Direct,3,86,0,0
SES-2025-001437,,2025-08-26 05:22:34,Mobile,Email,1,3,1,0
SES-2025-001438,2276.0,2025-11-15 19:56:36,Desktop,Organic Search,1,3,1,0
SES-2025-001439,,2025-12-17 10:22:24,Desktop,Email,1,18,1,0
SES-2025-001440,1641.0,2025-10-19 12:53:57,Mobile,Paid Search,2,40,0,0
SES-2025-001441,5956.0,2025-04-24 23:00:09,Mobile,Email,2,21,0,0
SES-2025-001442,9901.0,2025-11-13 17:19:38,Desktop,Email,2,22,0,0
SES-2025-001443,,2025-02-27 13:16:38,Mobile,Direct,3,103,0,0
SES-2025-001444,,2025-01-24 03:41:12,Mobile,Organic Search,1,4,1,0
SES-2025-001445,,2025-06-18 08:20:13,Desktop,Paid Search,4,119,0,0
SES-2025-001446,7041.0,2025-11-21 10:33:19,Mobile,Paid Social,1,12,1,0
SES-2025-001447,,2025-04-03 02:43:02,Mobile,Paid Social,1,18,1,0
SES-2025-001448,5228.0,2025-08-27 21:24:09,Mobile,Paid Search,3,85,0,0
SES-2025-001449,253.0,2025-11-16 22:33:25,Mobile,Organic Search,3,98,0,0
SES-2025-001450,5568.0,2025-12-29 14:55:12,Mobile,Email,4,97,0,0
SES-2025-001451,1129.0,2025-12-29 18:47:36,Desktop,Paid Search,3,87,0,0
SES-2025-001452,2002.0,2025-11-03 11:56:56,Desktop,Direct,3,112,0,0
SES-2025-001453,7825.0,2025-10-25 19:03:11,Desktop,Organic Search,4,105,0,0
SES-2025-001454,4605.0,2025-12-25 04:54:41,Desktop,Direct,3,86,0,0
SES-2025-001455,,2025-04-02 11:12:04,Mobile,Organic Search,1,10,1,0
SES-2025-001456,1766.0,2025-10-24 07:04:55,Mobile,Direct,1,4,1,0
SES-2025-001457,,2025-01-02 22:13:32,Desktop,Paid Social,3,104,0,0
SES-2025-001458,108.0,2025-12-15 17:00:13,Desktop,Direct,4,158,0,0
SES-2025-001459,9125.0,2025-11-10 00:45:21,Mobile,Organic Search,1,3,1,0
SES-2025-001460,3644.0,2025-09-09 15:49:42,Mobile,Paid Search,2,41,0,0
SES-2025-001461,,2025-03-15 09:27:46,Desktop,Paid Search,1,3,1,0
SES-2025-001462,,2025-05-28 00:14:03,Tablet,Organic Search,3,90,0,0
SES-2025-001463,824.0,2025-09-05 05:44:22,Mobile,Direct,4,95,0,0
SES-2025-001464,3716.0,2025-10-03 13:37:01,Mobile,Organic Search,2,58,0,0
SES-2025-001465,7665.0,2025-07-29 00:26:57,Mobile,Organic Search,1,7,1,0
SES-2025-001466,4034.0,2025-05-26 07:13:09,Desktop,Email,3,99,0,0
SES-2025-001467,6495.0,2025-11-24 11:46:59,Tablet,Organic Search,4,149,0,0
SES-2025-001468,8883.0,2025-12-20 18:44:02,Mobile,Paid Search,3,81,0,0
SES-2025-001469,3533.0,2025-09-12 02:38:28,Mobile,Direct,3,74,0,0
SES-2025-001470,4954.0,2025-12-30 08:32:33,Mobile,Paid Social,4,151,0,0
SES-2025-001471,3526.0,2025-10-01 08:08:50,Desktop,Paid Search,2,25,0,0
SES-2025-001472,3055.0,2025-10-19 16:03:00,Desktop,Email,3,56,0,0
SES-2025-001473,7671.0,2025-11-17 21:19:58,Mobile,Organic Search,3,104,0,0
SES-2025-001474,1767.0,2025-09-01 04:33:46,Mobile,Organic Search,4,102,0,0
SES-2025-001475,,2025-05-30 02:52:42,Mobile,Affiliate,2,48,0,0
SES-2025-001476,1421.0,2025-08-08 01:53:33,Mobile,Organic Search,1,8,1,0
SES-2025-001477,1537.0,2025-07-12 00:18:09,Mobile,Organic Search,4,131,0,0
SES-2025-001478,4426.0,2025-11-23 18:08:01,Desktop,Paid Social,1,6,1,0
SES-2025-001479,2727.0,2025-11-13 07:55:31,Desktop,Email,1,18,1,0
SES-2025-001480,,2025-12-12 09:10:25,Desktop,Organic Search,1,4,1,0
SES-2025-001481,2706.0,2025-09-24 20:08:57,Mobile,Paid Social,2,52,0,0
SES-2025-001482,1059.0,2025-10-24 09:56:46,Mobile,Paid Search,7,135,0,1
SES-2025-001483,205.0,2025-07-19 12:58:04,Mobile,Organic Search,3,100,0,0
SES-2025-001484,9724.0,2025-12-07 01:54:24,Mobile,Direct,3,103,0,0
SES-2025-001485,,2025-06-04 11:20:02,Mobile,Direct,2,25,0,0
SES-2025-001486,,2025-01-26 00:27:37,Tablet,Paid Search,1,11,1,0
SES-2025-001487,2075.0,2025-12-27 11:22:48,Desktop,Direct,3,87,0,0
SES-2025-001488,,2025-01-11 07:08:41,Desktop,Affiliate,2,32,0,0
SES-2025-001489,5390.0,2025-08-11 02:18:38,Tablet,Paid Search,2,41,0,0
SES-2025-001490,4218.0,2025-10-18 16:56:19,Mobile,Organic Search,3,116,0,0
SES-2025-001491,7436.0,2025-12-31 03:15:07,Mobile,Direct,4,127,0,0
SES-2025-001492,6598.0,2025-04-02 08:11:48,Desktop,Direct,4,114,0,0
SES-2025-001493,6083.0,2025-12-18 05:04:52,Mobile,Paid Search,2,51,0,0
SES-2025-001494,,2025-12-16 08:06:35,Mobile,Affiliate,2,42,0,0
SES-2025-001495,6298.0,2025-05-19 23:32:00,Mobile,Email,1,7,1,0
SES-2025-001496,,2025-03-10 13:34:59,Desktop,Paid Search,1,14,1,0
SES-2025-001497,,2025-07-04 16:28:11,Mobile,Organic Search,1,10,1,0
SES-2025-001498,,2025-07-25 01:20:45,Mobile,Email,2,62,0,0
SES-2025-001499,3377.0,2025-06-20 01:01:59,Desktop,Paid Search,4,92,0,0
SES-2025-001500,,2025-05-19 12:04:51,Mobile,Paid Social,1,14,1,0
SES-2025-001501,380.0,2025-06-28 21:30:19,Desktop,Paid Search,1,12,1,0
SES-2025-001502,7241.0,2025-06-05 03:59:39,Mobile,Organic Search,7,142,0,1
SES-2025-001503,8818.0,2025-12-02 20:01:20,Tablet,Paid Social,4,138,0,0
SES-2025-001504,,2025-11-08 20:23:42,Mobile,Paid Search,1,5,1,0
SES-2025-001505,4032.0,2025-12-02 10:12:30,Mobile,Paid Search,1,14,1,0
SES-2025-001506,129.0,2025-12-02 11:26:39,Desktop,Organic Search,3,97,0,0
SES-2025-001507,5317.0,2025-10-13 15:48:31,Mobile,Direct,3,79,0,0
SES-2025-001508,6793.0,2025-12-26 06:12:46,Mobile,Email,2,17,0,0
SES-2025-001509,,2025-02-13 08:28:07,Desktop,Organic Search,1,9,1,0
SES-2025-001510,,2025-03-23 09:05:36,Mobile,Direct,1,18,1,0
SES-2025-001511,,2025-05-13 11:36:03,Mobile,Direct,2,52,0,0
SES-2025-001512,5110.0,2025-03-29 04:19:46,Mobile,Direct,3,83,0,0
SES-2025-001513,,2025-11-22 17:45:35,Mobile,Paid Social,1,11,1,0
SES-2025-001514,7007.0,2025-02-12 20:12:47,Desktop,Direct,1,17,1,0
SES-2025-001515,9512.0,2025-12-07 21:32:56,Mobile,Email,3,102,0,0
SES-2025-001516,,2025-07-09 07:17:02,Desktop,Direct,2,51,0,0
SES-2025-001517,,2025-11-26 07:19:24,Desktop,Organic Search,5,116,0,0
SES-2025-001518,,2025-08-02 09:34:35,Desktop,Email,1,13,1,0
SES-2025-001519,7483.0,2025-10-08 04:22:00,Mobile,Paid Social,2,48,0,0
SES-2025-001520,,2025-08-10 07:19:25,Desktop,Paid Search,3,84,0,0
SES-2025-001521,,2025-01-18 11:39:32,Mobile,Direct,3,73,0,0
SES-2025-001522,,2025-02-16 18:43:56,Desktop,Organic Search,3,94,0,0
SES-2025-001523,,2025-03-22 22:03:03,Mobile,Organic Search,1,3,1,0
SES-2025-001524,7014.0,2025-03-17 20:11:46,Tablet,Paid Search,1,16,1,0
SES-2025-001525,787.0,2025-08-03 02:58:42,Mobile,Organic Search,2,24,0,0
SES-2025-001526,,2025-02-19 17:28:34,Mobile,Paid Search,2,37,0,0
SES-2025-001527,3549.0,2025-09-26 12:51:44,Mobile,Organic Search,3,117,0,0
SES-2025-001528,,2025-08-03 06:51:55,Mobile,Paid Search,1,3,1,0
SES-2025-001529,,2025-02-08 05:24:46,Mobile,Paid Search,1,10,1,0
SES-2025-001530,,2025-05-09 07:13:01,Mobile,Paid Search,4,134,0,0
SES-2025-001531,2963.0,2025-07-20 19:02:15,Desktop,Email,3,127,0,0
SES-2025-001532,1311.0,2025-09-22 09:29:59,Desktop,Paid Social,1,7,1,0
SES-2025-001533,4527.0,2025-11-25 08:25:32,Mobile,Organic Search,1,7,1,0
SES-2025-001534,6931.0,2025-04-05 19:02:53,Mobile,Organic Search,1,6,1,0
SES-2025-001535,,2025-07-30 11:54:00,Mobile,Organic Search,1,9,1,0
SES-2025-001536,,2025-09-20 13:31:09,Desktop,Paid Social,1,16,1,0
SES-2025-001537,3868.0,2025-04-27 12:08:46,Desktop,Direct,7,177,0,1
SES-2025-001538,3573.0,2025-08-20 01:35:35,Desktop,Organic Search,1,13,1,0
SES-2025-001539,,2025-12-02 23:48:41,Mobile,Email,1,8,1,0
SES-2025-001540,4060.0,2025-06-06 19:33:26,Desktop,Direct,3,103,0,0
SES-2025-001541,1466.0,2025-11-30 17:27:13,Tablet,Organic Search,2,56,0,0
SES-2025-001542,6663.0,2025-11-04 21:04:53,Desktop,Direct,2,51,0,0
SES-2025-001543,,2025-02-26 05:22:04,Mobile,Email,2,34,0,0
SES-2025-001544,3709.0,2025-09-25 17:12:36,Desktop,Paid Search,3,106,0,0
SES-2025-001545,,2025-04-01 08:01:59,Desktop,Paid Search,1,12,1,0
SES-2025-001546,9959.0,2025-10-10 04:36:32,Mobile,Paid Search,1,14,1,0
SES-2025-001547,,2025-02-02 09:43:51,Desktop,Organic Search,1,6,1,0
SES-2025-001548,,2025-10-23 00:54:18,Mobile,Paid Search,3,73,0,0
SES-2025-001549,8648.0,2025-06-29 03:45:20,Desktop,Direct,4,159,0,0
SES-2025-001550,8096.0,2025-11-27 00:57:34,Mobile,Paid Social,1,11,1,0
SES-2025-001551,8173.0,2025-06-21 06:13:56,Mobile,Organic Search,4,127,0,0
SES-2025-001552,,2025-10-27 06:26:09,Mobile,Paid Search,3,91,0,0
SES-2025-001553,,2025-02-23 21:42:59,Mobile,Direct,4,132,0,0
SES-2025-001554,8591.0,2025-10-02 17:20:33,Desktop,Organic Search,7,184,0,1
SES-2025-001555,7634.0,2025-11-26 04:07:10,Mobile,Paid Search,1,11,1,0
SES-2025-001556,,2025-05-07 22:23:52,Mobile,Organic Search,1,9,1,0
SES-2025-001557,,2025-06-03 14:48:05,Desktop,Paid Search,3,92,0,0
SES-2025-001558,,2025-05-17 16:46:09,Mobile,Paid Social,1,3,1,0
SES-2025-001559,5172.0,2025-01-17 13:47:27,Desktop,Paid Social,1,14,1,0
SES-2025-001560,711.0,2025-07-31 05:33:47,Mobile,Direct,1,7,1,0
SES-2025-001561,2890.0,2025-09-18 19:43:13,Desktop,Direct,4,120,0,0
SES-2025-001562,4652.0,2025-08-30 13:40:26,Mobile,Direct,1,6,1,0
SES-2025-001563,6922.0,2025-12-16 00:17:25,Desktop,Paid Search,2,32,0,0
SES-2025-001564,,2025-12-03 23:48:04,Mobile,Organic Search,1,12,1,0
SES-2025-001565,,2025-07-06 19:30:13,Mobile,Direct,3,111,0,0
SES-2025-001566,402.0,2025-12-31 14:47:54,Desktop,Paid Social,7,171,0,1
SES-2025-001567,8613.0,2025-03-05 11:21:00,Desktop,Email,7,162,0,1
SES-2025-001568,4221.0,2025-04-19 01:58:41,Mobile,Email,3,120,0,0
SES-2025-001569,3195.0,2025-10-13 18:33:44,Desktop,Organic Search,1,9,1,0
SES-2025-001570,,2025-05-27 19:04:15,Mobile,Organic Search,3,67,0,0
SES-2025-001571,2481.0,2025-06-16 13:56:38,Mobile,Paid Search,1,12,1,0
SES-2025-001572,6015.0,2025-03-01 11:12:19,Mobile,Paid Social,1,9,1,0
SES-2025-001573,,2025-12-10 12:33:15,Mobile,Direct,3,110,0,0
SES-2025-001574,31.0,2025-09-09 13:29:58,Desktop,Paid Social,2,53,0,0
SES-2025-001575,3032.0,2025-08-12 18:22:46,Mobile,Paid Social,1,11,1,0
SES-2025-001576,6897.0,2025-11-02 10:56:45,Mobile,Paid Social,1,14,1,0
SES-2025-001577,5728.0,2025-10-02 09:51:26,Mobile,Organic Search,3,43,0,0
SES-2025-001578,1674.0,2025-12-30 04:38:33,Mobile,Organic Search,3,116,0,0
SES-2025-001579,,2025-08-20 23:53:58,Mobile,Email,1,17,1,0
SES-2025-001580,9748.0,2025-11-13 23:16:23,Mobile,Direct,4,136,0,0
SES-2025-001581,7720.0,2025-08-27 01:25:11,Mobile,Paid Search,5,164,0,0
SES-2025-001582,6291.0,2025-10-31 22:46:22,Mobile,Paid Search,1,13,1,0
SES-2025-001583,1047.0,2025-11-29 08:45:36,Mobile,Organic Search,4,169,0,0
SES-2025-001584,,2025-05-12 10:39:01,Desktop,Paid Social,1,4,1,0
SES-2025-001585,8611.0,2025-06-02 17:29:35,Mobile,Email,3,68,0,0
SES-2025-001586,,2025-08-10 21:37:51,Mobile,Organic Search,1,3,1,0
SES-2025-001587,3233.0,2025-11-25 13:09:13,Desktop,Paid Social,1,4,1,0
SES-2025-001588,1802.0,2025-10-05 15:16:29,Mobile,Affiliate,1,10,1,0
SES-2025-001589,1407.0,2025-12-09 18:52:16,Mobile,Organic Search,1,18,1,0
SES-2025-001590,,2025-10-21 05:26:12,Desktop,Paid Search,1,4,1,0
SES-2025-001591,8878.0,2025-12-29 20:28:03,Desktop,Affiliate,3,101,0,0
SES-2025-001592,9627.0,2025-09-28 20:12:24,Desktop,Organic Search,3,110,0,0
SES-2025-001593,,2025-07-22 04:20:07,Mobile,Paid Search,1,16,1,0
SES-2025-001594,212.0,2025-05-25 19:56:04,Tablet,Email,3,76,0,0
SES-2025-001595,7601.0,2025-09-25 17:50:14,Mobile,Direct,3,87,0,0
SES-2025-001596,,2025-07-12 05:31:18,Mobile,Affiliate,1,17,1,0
SES-2025-001597,7134.0,2025-10-24 05:18:30,Mobile,Paid Social,4,132,0,0
SES-2025-001598,9667.0,2025-11-06 12:58:27,Mobile,Direct,1,5,1,0
SES-2025-001599,411.0,2025-05-31 15:13:01,Mobile,Paid Social,1,15,1,0
SES-2025-001600,1856.0,2025-10-17 13:46:10,Mobile,Direct,1,8,1,0
SES-2025-001601,1503.0,2025-12-26 11:40:38,Tablet,Organic Search,1,14,1,0
SES-2025-001602,1360.0,2025-12-16 03:13:10,Mobile,Organic Search,3,69,0,0
SES-2025-001603,7796.0,2025-10-21 13:34:05,Mobile,Direct,3,125,0,0
SES-2025-001604,,2025-09-25 23:47:57,Mobile,Organic Search,3,121,0,0
SES-2025-001605,,2025-03-10 09:30:18,Mobile,Paid Search,3,91,0,0
SES-2025-001606,,2025-06-17 01:48:57,Mobile,Paid Social,1,8,1,0
SES-2025-001607,1922.0,2025-08-02 00:59:03,Desktop,Email,2,54,0,0
SES-2025-001608,4250.0,2025-08-18 15:21:38,Desktop,Paid Search,2,41,0,0
SES-2025-001609,2521.0,2025-11-28 23:38:15,Desktop,Paid Search,2,35,0,0
SES-2025-001610,3527.0,2025-11-19 23:35:57,Mobile,Affiliate,3,77,0,0
SES-2025-001611,,2025-02-12 14:45:27,Desktop,Paid Search,1,9,1,0
SES-2025-001612,4007.0,2025-08-21 16:05:27,Desktop,Organic Search,1,14,1,0
SES-2025-001613,3577.0,2025-10-14 03:49:00,Mobile,Direct,3,101,0,0
SES-2025-001614,6018.0,2025-07-22 19:36:48,Mobile,Paid Search,5,152,0,0
SES-2025-001615,,2025-10-21 05:59:04,Mobile,Organic Search,2,32,0,0
SES-2025-001616,1823.0,2025-12-13 10:35:06,Mobile,Direct,4,151,0,0
SES-2025-001617,5705.0,2025-04-08 00:43:31,Desktop,Organic Search,1,9,1,0
SES-2025-001618,,2025-06-10 23:01:06,Desktop,Organic Search,1,3,1,0
SES-2025-001619,,2025-02-22 04:14:09,Desktop,Paid Social,4,139,0,0
SES-2025-001620,716.0,2025-11-09 19:29:07,Desktop,Organic Search,7,159,0,1
SES-2025-001621,,2025-09-05 11:10:30,Mobile,Paid Social,2,41,0,0
SES-2025-001622,4861.0,2025-11-27 04:47:10,Mobile,Paid Search,2,61,0,0
SES-2025-001623,488.0,2025-02-28 16:50:33,Mobile,Direct,7,169,0,1
SES-2025-001624,5650.0,2025-11-27 06:40:56,Mobile,Email,2,31,0,0
SES-2025-001625,2228.0,2025-12-15 00:49:46,Desktop,Organic Search,1,3,1,0
SES-2025-001626,,2025-12-02 12:50:18,Mobile,Organic Search,2,53,0,0
SES-2025-001627,2337.0,2025-11-26 05:18:04,Mobile,Organic Search,2,36,0,0
SES-2025-001628,9431.0,2025-12-19 16:11:16,Desktop,Paid Search,3,100,0,0
SES-2025-001629,755.0,2025-10-15 05:34:36,Mobile,Direct,3,104,0,0
SES-2025-001630,646.0,2025-11-07 12:14:10,Desktop,Organic Search,3,65,0,0
SES-2025-001631,345.0,2025-12-29 20:06:40,Mobile,Email,3,88,0,0
SES-2025-001632,870.0,2025-12-16 19:01:34,Mobile,Paid Search,1,8,1,0
SES-2025-001633,6665.0,2025-12-25 14:16:32,Mobile,Paid Search,1,15,1,0
SES-2025-001634,,2025-01-28 22:08:12,Mobile,Paid Social,1,14,1,0
SES-2025-001635,8065.0,2025-11-12 22:19:14,Desktop,Organic Search,3,79,0,0
SES-2025-001636,2414.0,2025-08-26 05:02:13,Mobile,Paid Search,3,102,0,0
SES-2025-001637,6596.0,2025-09-18 01:18:43,Mobile,Paid Search,2,41,0,0
SES-2025-001638,7209.0,2025-09-25 09:16:22,Mobile,Paid Search,1,6,1,0
SES-2025-001639,7745.0,2025-12-03 23:14:17,Mobile,Direct,2,30,0,0
SES-2025-001640,7014.0,2025-09-03 02:09:47,Desktop,Email,4,102,0,0
SES-2025-001641,8874.0,2025-11-26 07:37:53,Mobile,Paid Search,1,10,1,0
SES-2025-001642,8380.0,2025-08-06 23:51:38,Mobile,Organic Search,1,4,1,0
SES-2025-001643,1784.0,2025-12-03 05:04:32,Mobile,Organic Search,3,126,0,0
SES-2025-001644,7407.0,2025-12-13 04:21:27,Desktop,Organic Search,3,74,0,0
SES-2025-001645,,2025-10-16 08:22:36,Mobile,Paid Search,2,47,0,0
SES-2025-001646,1051.0,2025-12-24 14:36:13,Desktop,Organic Search,3,82,0,0
SES-2025-001647,,2025-09-27 14:32:38,Mobile,Paid Social,1,18,1,0
SES-2025-001648,3163.0,2025-07-25 13:24:25,Desktop,Organic Search,4,97,0,0
SES-2025-001649,,2025-02-14 10:10:53,Mobile,Paid Search,2,42,0,0
SES-2025-001650,2739.0,2025-03-16 07:48:12,Desktop,Email,3,81,0,0
SES-2025-001651,1003.0,2025-09-29 05:35:30,Desktop,Email,1,7,1,0
SES-2025-001652,65.0,2025-10-30 22:02:47,Mobile,Organic Search,2,32,0,0
SES-2025-001653,77.0,2025-12-24 17:41:46,Mobile,Paid Social,1,7,1,0
SES-2025-001654,,2025-11-23 15:03:43,Mobile,Direct,3,90,0,0
SES-2025-001655,,2025-11-26 12:47:09,Desktop,Organic Search,1,5,1,0
SES-2025-001656,,2025-11-16 23:24:33,Desktop,Paid Social,1,16,1,0
SES-2025-001657,,2025-12-15 09:02:36,Mobile,Organic Search,1,6,1,0
SES-2025-001658,,2025-09-18 07:21:41,Desktop,Paid Search,1,13,1,0
SES-2025-001659,7872.0,2025-07-19 10:34:48,Mobile,Direct,3,97,0,0
SES-2025-001660,,2025-11-17 09:48:05,Mobile,Organic Search,2,32,0,0
SES-2025-001661,5276.0,2025-08-24 10:51:58,Tablet,Paid Search,3,86,0,0
SES-2025-001662,,2025-11-22 10:45:20,Mobile,Direct,1,3,1,0
SES-2025-001663,,2025-09-06 06:54:12,Desktop,Direct,4,130,0,0
SES-2025-001664,7331.0,2025-09-20 22:21:20,Mobile,Organic Search,1,14,1,0
SES-2025-001665,,2025-06-02 06:10:04,Mobile,Organic Search,4,171,0,0
SES-2025-001666,,2025-11-30 10:12:21,Tablet,Organic Search,3,115,0,0
SES-2025-001667,,2025-10-24 23:26:41,Desktop,Direct,4,166,0,0
SES-2025-001668,9666.0,2025-09-20 13:34:38,Mobile,Paid Search,1,4,1,0
SES-2025-001669,6367.0,2025-05-21 20:53:39,Mobile,Direct,3,117,0,0
SES-2025-001670,3123.0,2025-11-21 05:35:57,Desktop,Organic Search,3,100,0,0
SES-2025-001671,,2025-09-06 11:06:51,Desktop,Affiliate,1,18,1,0
SES-2025-001672,9167.0,2025-08-12 05:55:15,Mobile,Affiliate,2,53,0,0
SES-2025-001673,1123.0,2025-09-12 03:57:41,Mobile,Organic Search,1,8,1,0
SES-2025-001674,3589.0,2025-07-29 15:04:04,Mobile,Paid Social,1,14,1,0
SES-2025-001675,2782.0,2025-06-27 13:29:31,Desktop,Paid Search,1,13,1,0
SES-2025-001676,,2025-09-15 10:28:03,Desktop,Paid Social,3,93,0,0
SES-2025-001677,8712.0,2025-10-19 06:11:14,Mobile,Direct,3,79,0,0
SES-2025-001678,,2025-08-14 03:05:23,Desktop,Organic Search,1,9,1,0
SES-2025-001679,857.0,2025-08-18 05:58:55,Desktop,Paid Social,4,152,0,0
SES-2025-001680,3924.0,2025-12-19 23:07:11,Desktop,Organic Search,1,12,1,0
SES-2025-001681,,2025-12-25 13:26:00,Desktop,Paid Social,1,5,1,0
SES-2025-001682,6616.0,2025-05-25 11:26:02,Desktop,Paid Social,3,132,0,0
SES-2025-001683,,2025-03-06 04:07:31,Mobile,Organic Search,3,101,0,0
SES-2025-001684,,2025-10-07 17:56:50,Mobile,Paid Search,1,9,1,0
SES-2025-001685,2193.0,2025-10-12 07:14:23,Mobile,Organic Search,4,134,0,0
SES-2025-001686,,2025-03-07 18:18:07,Tablet,Paid Social,4,104,0,0
SES-2025-001687,4672.0,2025-09-18 01:54:22,Mobile,Paid Social,3,120,0,0
SES-2025-001688,,2025-12-18 23:32:03,Mobile,Organic Search,1,14,1,0
SES-2025-001689,,2025-02-14 19:02:49,Desktop,Paid Search,5,117,0,0
SES-2025-001690,,2025-10-28 18:22:54,Desktop,Paid Social,1,12,1,0
SES-2025-001691,2631.0,2025-09-27 05:17:47,Mobile,Paid Social,1,17,1,0
SES-2025-001692,,2025-08-03 15:37:48,Mobile,Direct,4,127,0,0
SES-2025-001693,3846.0,2025-09-25 04:04:51,Mobile,Paid Search,3,81,0,0
SES-2025-001694,,2025-02-21 23:50:24,Mobile,Email,2,62,0,0
SES-2025-001695,,2025-05-24 14:23:47,Mobile,Paid Search,1,13,1,0
SES-2025-001696,5945.0,2025-11-10 08:10:37,Desktop,Paid Search,1,7,1,0
SES-2025-001697,8214.0,2025-06-17 23:00:10,Mobile,Organic Search,3,98,0,0
SES-2025-001698,,2025-01-05 10:46:58,Mobile,Email,3,127,0,0
SES-2025-001699,3739.0,2025-05-01 05:54:11,Mobile,Paid Search,3,108,0,0
SES-2025-001700,3239.0,2025-10-25 06:44:00,Mobile,Organic Search,2,46,0,0
SES-2025-001701,9816.0,2025-12-10 03:27:18,Tablet,Affiliate,1,16,1,0
SES-2025-001702,5633.0,2025-08-05 00:57:49,Tablet,Paid Search,1,14,1,0
SES-2025-001703,,2025-08-26 22:32:28,Desktop,Paid Search,1,11,1,0
SES-2025-001704,9125.0,2025-12-07 06:18:41,Desktop,Paid Search,3,78,0,0
SES-2025-001705,,2025-07-26 15:24:04,Mobile,Organic Search,3,43,0,0
SES-2025-001706,,2025-12-23 10:06:31,Mobile,Organic Search,4,136,0,0
