order_id,user_key,session_id,date_key,subtotal,discount_amount,shipping_fee,tax_amount,total_amount,order_status,shipping_method
ORD-2025-000242,4570,SES-2025-009386,20251117,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000243,7857,SES-2025-009401,20250821,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000244,441,SES-2025-009434,20251028,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000245,9032,SES-2025-009496,20250223,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000246,1373,SES-2025-009503,20251124,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000247,9660,SES-2025-009637,20250820,50.0,0.0,7.99,4.12,62.11,Delivered,Standard Ground
ORD-2025-000248,8373,SES-2025-009642,20250613,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000249,9440,SES-2025-009656,20250901,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000250,4557,SES-2025-009681,20251228,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000251,8930,SES-2025-009755,20251108,52.0,0.0,7.99,4.29,64.28,Delivered,Standard Ground
ORD-2025-000252,110,SES-2025-009803,20251213,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000253,4807,SES-2025-009817,20251213,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000254,6409,SES-2025-009836,20250525,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000255,6369,SES-2025-009992,20251222,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000256,2990,SES-2025-010057,20251031,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000257,1540,SES-2025-010059,20251125,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000258,8501,SES-2025-010088,20250413,29.0,0.0,7.99,2.39,39.38,Delivered,Standard Ground
ORD-2025-000259,309,SES-2025-010145,20250806,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000260,2707,SES-2025-010146,20251109,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000261,6048,SES-2025-010221,20250911,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000262,1239,SES-2025-010467,20250626,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000263,1064,SES-2025-010645,20250516,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000264,9222,SES-2025-010677,20251227,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000265,3970,SES-2025-010768,20251022,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000266,4378,SES-2025-010803,20251226,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000267,3335,SES-2025-010972,20251128,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000268,3592,SES-2025-010974,20250624,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000269,1253,SES-2025-010979,20250807,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000270,9595,SES-2025-011016,20250511,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000271,4556,SES-2025-011019,20251211,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000272,6157,SES-2025-011045,20251110,237.0,0.0,0.0,19.55,256.55,Delivered,Free Standard
ORD-2025-000273,517,SES-2025-011057,20250916,178.0,0.0,0.0,14.69,192.69,Delivered,Free Standard
ORD-2025-000274,7963,SES-2025-011121,20250803,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000275,3724,SES-2025-011148,20251211,79.99,0.0,0.0,6.6,86.59,Processing,Free Standard
ORD-2025-000276,6775,SES-2025-011176,20250603,26.0,2.6,7.99,2.15,33.54,Delivered,Standard Ground
ORD-2025-000277,6696,SES-2025-011184,20251216,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000278,4807,SES-2025-011241,20251222,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000279,6957,SES-2025-011269,20250817,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000280,8907,SES-2025-011311,20251222,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000281,7119,SES-2025-011394,20251115,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000282,6247,SES-2025-011399,20251227,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000283,9649,SES-2025-011434,20250224,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000284,5928,SES-2025-011554,20251207,149.99,0.0,0.0,12.37,162.36,Delivered,Free Standard
ORD-2025-000285,3931,SES-2025-011600,20250807,449.97,0.0,0.0,37.12,487.09,Delivered,Free Standard
ORD-2025-000286,9228,SES-2025-011704,20250511,52.0,0.0,7.99,4.29,64.28,Delivered,Standard Ground
ORD-2025-000287,9955,SES-2025-011816,20250528,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000288,8608,SES-2025-011838,20251211,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000289,352,SES-2025-011920,20250913,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000290,4389,SES-2025-012006,20251010,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000291,4436,SES-2025-012120,20251008,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000292,1218,SES-2025-012199,20251225,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000293,8078,SES-2025-012212,20251205,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000294,6428,SES-2025-012213,20251225,79.98,0.0,0.0,6.6,86.58,Delivered,Free Standard
ORD-2025-000295,9028,SES-2025-012246,20250118,159.98,0.0,0.0,13.2,173.18,Delivered,Free Standard
ORD-2025-000296,2749,SES-2025-012301,20250831,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000297,4893,SES-2025-012326,20250803,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000298,7638,SES-2025-012335,20251225,99.98,0.0,0.0,8.25,108.23,Processing,Free Standard
ORD-2025-000299,830,SES-2025-012342,20251210,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000300,1953,SES-2025-012346,20250206,68.0,0.0,7.99,5.61,81.6,Processing,Standard Ground
ORD-2025-000301,9193,SES-2025-012393,20250917,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000302,3678,SES-2025-012394,20251012,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000303,6710,SES-2025-012399,20250430,84.0,8.4,0.0,6.93,82.53,Processing,Free Standard
ORD-2025-000304,4058,SES-2025-012411,20251029,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000305,4129,SES-2025-012465,20250625,99.98,0.0,0.0,8.25,108.23,Delivered,Free Standard
ORD-2025-000306,2042,SES-2025-012490,20250426,136.0,0.0,0.0,11.22,147.22,Processing,Free Standard
ORD-2025-000307,3597,SES-2025-012553,20251001,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000308,5215,SES-2025-012566,20250409,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000309,7790,SES-2025-012580,20250912,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000310,6619,SES-2025-012585,20251003,74.0,7.4,7.99,6.11,80.7,Processing,Standard Ground
ORD-2025-000311,4341,SES-2025-012664,20251207,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000312,5594,SES-2025-012730,20251229,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000313,9376,SES-2025-012737,20250613,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000314,9947,SES-2025-012765,20251107,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000315,4087,SES-2025-012789,20250317,79.98,0.0,0.0,6.6,86.58,Processing,Free Standard
ORD-2025-000316,2848,SES-2025-012848,20251222,95.0,9.5,0.0,7.84,93.34,Delivered,Free Standard
ORD-2025-000317,636,SES-2025-012872,20251120,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000318,5353,SES-2025-012916,20251027,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000319,5582,SES-2025-012924,20250425,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000320,6380,SES-2025-012968,20251103,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000321,5580,SES-2025-013079,20251216,599.98,0.0,0.0,49.5,649.48,Delivered,Free Standard
ORD-2025-000322,5296,SES-2025-013084,20250528,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000323,7165,SES-2025-013086,20250905,698.0,0.0,0.0,57.59,755.59,Delivered,Free Standard
ORD-2025-000324,2605,SES-2025-013156,20251119,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000325,1853,SES-2025-013174,20250914,84.0,8.4,0.0,6.93,82.53,Delivered,Free Standard
ORD-2025-000326,7826,SES-2025-013285,20251114,99.98,0.0,0.0,8.25,108.23,Delivered,Free Standard
ORD-2025-000327,1051,SES-2025-013310,20251010,89.99,9.0,0.0,7.42,88.41,Delivered,Free Standard
ORD-2025-000328,3155,SES-2025-013313,20251116,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000329,2805,SES-2025-013362,20250522,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000330,1325,SES-2025-013369,20251109,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000331,2801,SES-2025-013377,20251023,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000332,5380,SES-2025-013393,20250605,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000333,5004,SES-2025-013425,20250222,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000334,5576,SES-2025-013431,20250805,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000335,5860,SES-2025-013438,20251002,179.98,0.0,0.0,14.85,194.83,Delivered,Free Standard
ORD-2025-000336,3144,SES-2025-013469,20250719,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000337,8163,SES-2025-013543,20250303,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000338,5451,SES-2025-013551,20250131,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000339,2645,SES-2025-013560,20250514,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000340,158,SES-2025-013578,20251222,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000341,270,SES-2025-013587,20251014,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000342,8577,SES-2025-013633,20250611,109.98,0.0,0.0,9.07,119.05,Delivered,Free Standard
ORD-2025-000343,7815,SES-2025-013773,20251109,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000344,1826,SES-2025-013777,20250826,74.0,7.4,7.99,6.11,80.7,Delivered,Standard Ground
ORD-2025-000345,6995,SES-2025-013897,20251108,290.0,0.0,0.0,23.93,313.93,Delivered,Free Standard
ORD-2025-000346,9172,SES-2025-013949,20250217,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000347,4068,SES-2025-014014,20250917,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000348,5579,SES-2025-014051,20250305,435.0,0.0,0.0,35.89,470.89,Delivered,Free Standard
ORD-2025-000349,2605,SES-2025-014055,20250514,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000350,8002,SES-2025-014059,20251128,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000351,6350,SES-2025-014080,20250329,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000352,9738,SES-2025-014147,20250207,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000353,2039,SES-2025-014172,20250206,255.0,0.0,0.0,21.04,276.04,Delivered,Free Standard
ORD-2025-000354,1171,SES-2025-014177,20251025,119.97,0.0,0.0,9.9,129.87,Delivered,Free Standard
ORD-2025-000355,7912,SES-2025-014235,20250102,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000356,8624,SES-2025-014270,20251211,79.99,0.0,0.0,6.6,86.59,Delivered,Free Standard
ORD-2025-000357,3865,SES-2025-014294,20251029,179.98,0.0,0.0,14.85,194.83,Delivered,Free Standard
ORD-2025-000358,1606,SES-2025-014316,20251207,74.0,7.4,7.99,6.11,80.7,Delivered,Standard Ground
ORD-2025-000359,6603,SES-2025-014351,20251214,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000360,7799,SES-2025-014428,20251230,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000361,5715,SES-2025-014441,20251128,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000362,7197,SES-2025-014444,20251228,95.0,0.0,0.0,7.84,102.84,Delivered,Free Standard
ORD-2025-000363,5549,SES-2025-014465,20251108,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000364,5138,SES-2025-014477,20251128,50.0,0.0,7.99,4.12,62.11,Delivered,Standard Ground
ORD-2025-000365,5040,SES-2025-014514,20250426,84.0,0.0,0.0,6.93,90.93,Delivered,Free Standard
ORD-2025-000366,7575,SES-2025-014625,20251228,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000367,6245,SES-2025-014626,20251222,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000368,1323,SES-2025-014686,20251215,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000369,674,SES-2025-014747,20251223,39.99,0.0,7.99,3.3,51.28,Processing,Standard Ground
ORD-2025-000370,252,SES-2025-014767,20250805,159.98,0.0,0.0,13.2,173.18,Delivered,Free Standard
ORD-2025-000371,1093,SES-2025-014797,20250618,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000372,5805,SES-2025-014843,20250506,56.0,0.0,7.99,4.62,68.61,Delivered,Standard Ground
ORD-2025-000373,3595,SES-2025-014846,20250515,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000374,1418,SES-2025-014909,20251228,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000375,72,SES-2025-014946,20250412,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000376,6926,SES-2025-014969,20250616,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000377,693,SES-2025-015007,20251127,98.0,9.8,0.0,8.09,96.29,Delivered,Free Standard
ORD-2025-000378,1186,SES-2025-015031,20250915,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000379,6191,SES-2025-015077,20251214,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000380,6681,SES-2025-015088,20250525,145.0,14.5,0.0,11.96,142.46,Processing,Free Standard
ORD-2025-000381,7832,SES-2025-015094,20250512,79.99,8.0,0.0,6.6,78.59,Delivered,Free Standard
ORD-2025-000382,4926,SES-2025-015201,20250707,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000383,1537,SES-2025-015206,20250321,28.0,2.8,7.99,2.31,35.5,Processing,Standard Ground
ORD-2025-000384,9097,SES-2025-015222,20250317,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000385,8326,SES-2025-015225,20251001,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000386,1654,SES-2025-015284,20251025,26.0,0.0,7.99,2.15,36.14,Processing,Standard Ground
ORD-2025-000387,6975,SES-2025-015290,20250421,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000388,581,SES-2025-015369,20250423,66.0,0.0,7.99,5.45,79.44,Delivered,Standard Ground
ORD-2025-000389,9885,SES-2025-015375,20250329,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000390,8081,SES-2025-015517,20250309,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000391,2859,SES-2025-015545,20251209,95.0,9.5,0.0,7.84,93.34,Delivered,Free Standard
ORD-2025-000392,9572,SES-2025-015581,20251203,72.0,0.0,7.99,5.94,85.93,Delivered,Standard Ground
ORD-2025-000393,6168,SES-2025-015609,20250611,148.0,0.0,0.0,12.21,160.21,Delivered,Free Standard
ORD-2025-000394,1245,SES-2025-015616,20251119,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000395,3771,SES-2025-015689,20250302,237.0,23.7,0.0,19.55,232.85,Delivered,Free Standard
ORD-2025-000396,5609,SES-2025-015700,20250710,435.0,0.0,0.0,35.89,470.89,Delivered,Free Standard
ORD-2025-000397,7475,SES-2025-015741,20250314,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000398,9488,SES-2025-015750,20251215,96.0,0.0,0.0,7.92,103.92,Delivered,Free Standard
ORD-2025-000399,7173,SES-2025-015755,20250805,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000400,7272,SES-2025-015800,20251002,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000401,1468,SES-2025-015836,20250527,66.0,0.0,7.99,5.45,79.44,Delivered,Standard Ground
ORD-2025-000402,5791,SES-2025-015845,20251221,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000403,7285,SES-2025-015854,20251202,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000404,4105,SES-2025-015863,20250509,267.0,0.0,0.0,22.03,289.03,Delivered,Free Standard
ORD-2025-000405,8175,SES-2025-015890,20251021,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000406,172,SES-2025-015928,20250825,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000407,8995,SES-2025-015940,20251222,49.0,4.9,7.99,4.04,56.13,Delivered,Standard Ground
ORD-2025-000408,8600,SES-2025-015960,20251226,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000409,156,SES-2025-015971,20251231,79.98,8.0,0.0,6.6,78.58,Processing,Free Standard
ORD-2025-000410,543,SES-2025-016059,20251024,239.97,0.0,0.0,19.8,259.77,Delivered,Free Standard
ORD-2025-000411,372,SES-2025-016071,20250906,145.0,14.5,0.0,11.96,142.46,Delivered,Free Standard
ORD-2025-000412,3003,SES-2025-016120,20251216,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000413,3590,SES-2025-016150,20251009,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000414,4097,SES-2025-016159,20251229,85.0,8.5,0.0,7.01,83.51,Delivered,Free Standard
ORD-2025-000415,403,SES-2025-016217,20250211,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000416,5420,SES-2025-016223,20251004,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000417,228,SES-2025-016257,20251128,29.0,0.0,7.99,2.39,39.38,Delivered,Standard Ground
ORD-2025-000418,6859,SES-2025-016339,20250908,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000419,4382,SES-2025-016426,20250825,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000420,7684,SES-2025-016437,20251013,149.99,0.0,0.0,12.37,162.36,Delivered,Free Standard
ORD-2025-000421,3774,SES-2025-016444,20250909,29.0,0.0,7.99,2.39,39.38,Delivered,Standard Ground
ORD-2025-000422,9943,SES-2025-016500,20251205,79.99,0.0,0.0,6.6,86.59,Delivered,Free Standard
ORD-2025-000423,9586,SES-2025-016508,20251210,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000424,26,SES-2025-016605,20251204,56.0,0.0,7.99,4.62,68.61,Processing,Standard Ground
ORD-2025-000425,5623,SES-2025-016626,20250927,44.0,0.0,7.99,3.63,55.62,Processing,Standard Ground
ORD-2025-000426,4294,SES-2025-016631,20250322,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000427,1726,SES-2025-016670,20251027,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000428,5770,SES-2025-016714,20251211,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000429,4228,SES-2025-016723,20251116,89.0,8.9,0.0,7.34,87.44,Delivered,Free Standard
ORD-2025-000430,3730,SES-2025-016731,20250520,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000431,3697,SES-2025-016765,20250202,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000432,4297,SES-2025-016797,20251017,29.0,0.0,7.99,2.39,39.38,Delivered,Standard Ground
ORD-2025-000433,9890,SES-2025-016804,20251225,698.0,0.0,0.0,57.59,755.59,Delivered,Free Standard
ORD-2025-000434,298,SES-2025-016818,20251225,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000435,11,SES-2025-016853,20250510,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000436,3625,SES-2025-016857,20250408,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000437,2048,SES-2025-017011,20250109,68.0,6.8,7.99,5.61,74.8,Delivered,Standard Ground
ORD-2025-000438,8690,SES-2025-017030,20250806,39.99,4.0,7.99,3.3,47.28,Delivered,Standard Ground
ORD-2025-000439,3491,SES-2025-017052,20250702,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000440,3113,SES-2025-017118,20250608,349.0,0.0,0.0,28.79,377.79,Processing,Free Standard
ORD-2025-000441,2252,SES-2025-017147,20251209,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000442,7694,SES-2025-017206,20250706,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000443,5306,SES-2025-017258,20251225,349.0,0.0,0.0,28.79,377.79,Processing,Free Standard
ORD-2025-000444,851,SES-2025-017272,20250821,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000445,427,SES-2025-017306,20250927,299.98,0.0,0.0,24.75,324.73,Delivered,Free Standard
ORD-2025-000446,5945,SES-2025-017340,20250610,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000447,4228,SES-2025-017342,20250703,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000448,3430,SES-2025-017364,20251114,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000449,7613,SES-2025-017366,20250925,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000450,2874,SES-2025-017453,20251218,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000451,3832,SES-2025-017496,20250412,26.0,0.0,7.99,2.15,36.14,Processing,Standard Ground
ORD-2025-000452,9557,SES-2025-017550,20251108,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000453,9190,SES-2025-017558,20251227,110.0,11.0,0.0,9.08,108.08,Delivered,Free Standard
ORD-2025-000454,2468,SES-2025-017586,20251225,267.0,0.0,0.0,22.03,289.03,Delivered,Free Standard
ORD-2025-000455,5448,SES-2025-017603,20250727,88.0,0.0,0.0,7.26,95.26,Delivered,Free Standard
ORD-2025-000456,8289,SES-2025-017606,20251031,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000457,7983,SES-2025-017635,20250805,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000458,9814,SES-2025-017692,20250409,64.0,0.0,7.99,5.28,77.27,Delivered,Standard Ground
ORD-2025-000459,7436,SES-2025-017767,20250907,599.98,60.0,0.0,49.5,589.48,Delivered,Free Standard
ORD-2025-000460,2503,SES-2025-017811,20250129,96.0,0.0,0.0,7.92,103.92,Processing,Free Standard
ORD-2025-000461,2663,SES-2025-017812,20250424,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000462,5980,SES-2025-017856,20251219,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000463,6004,SES-2025-017862,20251215,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000464,5931,SES-2025-017955,20251008,68.0,6.8,7.99,5.61,74.8,Delivered,Standard Ground
ORD-2025-000465,1555,SES-2025-017958,20250926,99.98,10.0,0.0,8.25,98.23,Delivered,Free Standard
ORD-2025-000466,4371,SES-2025-017971,20250221,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000467,5084,SES-2025-018109,20250201,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000468,3840,SES-2025-018120,20250917,64.0,0.0,7.99,5.28,77.27,Delivered,Standard Ground
ORD-2025-000469,2347,SES-2025-018345,20250804,48.0,4.8,7.99,3.96,55.15,Delivered,Standard Ground
ORD-2025-000470,2573,SES-2025-018347,20251228,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000471,7635,SES-2025-018352,20250429,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000472,8731,SES-2025-018397,20251107,32.0,3.2,7.99,2.64,39.43,Delivered,Standard Ground
ORD-2025-000473,6001,SES-2025-018542,20250408,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000474,2830,SES-2025-018548,20251124,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000475,8437,SES-2025-018574,20250928,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000476,3725,SES-2025-018578,20251222,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000477,3752,SES-2025-018647,20250915,84.0,0.0,0.0,6.93,90.93,Delivered,Free Standard
ORD-2025-000478,7640,SES-2025-018879,20251217,95.0,0.0,0.0,7.84,102.84,Processing,Free Standard
ORD-2025-000479,5787,SES-2025-018930,20250612,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000480,5373,SES-2025-019012,20250806,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000481,7110,SES-2025-019025,20250924,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000482,8555,SES-2025-019028,20250722,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000483,1233,SES-2025-019065,20251216,29.0,2.9,7.99,2.39,36.48,Delivered,Standard Ground
ORD-2025-000484,5481,SES-2025-019164,20250827,68.0,6.8,7.99,5.61,74.8,Delivered,Standard Ground
