full_date,date_key,year,quarter,quarter_name,month,month_name,month_year,day_of_month,day_name,is_weekend,fiscal_quarter
2025-11-07,20251107,2025,4,Q4,11,November,Nov 2025,7,Friday,0,FQ4
2025-11-08,20251108,2025,4,Q4,11,November,Nov 2025,8,Saturday,1,FQ4
2025-11-09,20251109,2025,4,Q4,11,November,Nov 2025,9,Sunday,1,FQ4
2025-11-10,20251110,2025,4,Q4,11,November,Nov 2025,10,Monday,0,FQ4
2025-11-11,20251111,2025,4,Q4,11,November,Nov 2025,11,Tuesday,0,FQ4
2025-11-12,20251112,2025,4,Q4,11,November,Nov 2025,12,Wednesday,0,FQ4
2025-11-13,20251113,2025,4,Q4,11,November,Nov 2025,13,Thursday,0,FQ4
2025-11-14,20251114,2025,4,Q4,11,November,Nov 2025,14,Friday,0,FQ4
2025-11-15,20251115,2025,4,Q4,11,November,Nov 2025,15,Saturday,1,FQ4
2025-11-16,20251116,2025,4,Q4,11,November,Nov 2025,16,Sunday,1,FQ4
2025-11-17,20251117,2025,4,Q4,11,November,Nov 2025,17,Monday,0,FQ4
2025-11-18,20251118,2025,4,Q4,11,November,Nov 2025,18,Tuesday,0,FQ4
2025-11-19,20251119,2025,4,Q4,11,November,Nov 2025,19,Wednesday,0,FQ4
2025-11-20,20251120,2025,4,Q4,11,November,Nov 2025,20,Thursday,0,FQ4
2025-11-21,20251121,2025,4,Q4,11,November,Nov 2025,21,Friday,0,FQ4
2025-11-22,20251122,2025,4,Q4,11,November,Nov 2025,22,Saturday,1,FQ4
2025-11-23,20251123,2025,4,Q4,11,November,Nov 2025,23,Sunday,1,FQ4
2025-11-24,20251124,2025,4,Q4,11,November,Nov 2025,24,Monday,0,FQ4
2025-11-25,20251125,2025,4,Q4,11,November,Nov 2025,25,Tuesday,0,FQ4
2025-11-26,20251126,2025,4,Q4,11,November,Nov 2025,26,Wednesday,0,FQ4
2025-11-27,20251127,2025,4,Q4,11,November,Nov 2025,27,Thursday,0,FQ4
2025-11-28,20251128,2025,4,Q4,11,November,Nov 2025,28,Friday,0,FQ4
2025-11-29,20251129,2025,4,Q4,11,November,Nov 2025,29,Saturday,1,FQ4
2025-11-30,20251130,2025,4,Q4,11,November,Nov 2025,30,Sunday,1,FQ4
2025-12-01,20251201,2025,4,Q4,12,December,Dec 2025,1,Monday,0,FQ4
2025-12-02,20251202,2025,4,Q4,12,December,Dec 2025,2,Tuesday,0,FQ4
2025-12-03,20251203,2025,4,Q4,12,December,Dec 2025,3,Wednesday,0,FQ4
2025-12-04,20251204,2025,4,Q4,12,December,Dec 2025,4,Thursday,0,FQ4
2025-12-05,20251205,2025,4,Q4,12,December,Dec 2025,5,Friday,0,FQ4
2025-12-06,20251206,2025,4,Q4,12,December,Dec 2025,6,Saturday,1,FQ4
2025-12-07,20251207,2025,4,Q4,12,December,Dec 2025,7,Sunday,1,FQ4
2025-12-08,20251208,2025,4,Q4,12,December,Dec 2025,8,Monday,0,FQ4
2025-12-09,20251209,2025,4,Q4,12,December,Dec 2025,9,Tuesday,0,FQ4
2025-12-10,20251210,2025,4,Q4,12,December,Dec 2025,10,Wednesday,0,FQ4
2025-12-11,20251211,2025,4,Q4,12,December,Dec 2025,11,Thursday,0,FQ4
2025-12-12,20251212,2025,4,Q4,12,December,Dec 2025,12,Friday,0,FQ4
2025-12-13,20251213,2025,4,Q4,12,December,Dec 2025,13,Saturday,1,FQ4
2025-12-14,20251214,2025,4,Q4,12,December,Dec 2025,14,Sunday,1,FQ4
2025-12-15,20251215,2025,4,Q4,12,December,Dec 2025,15,Monday,0,FQ4
2025-12-16,20251216,2025,4,Q4,12,December,Dec 2025,16,Tuesday,0,FQ4
2025-12-17,20251217,2025,4,Q4,12,December,Dec 2025,17,Wednesday,0,FQ4
2025-12-18,20251218,2025,4,Q4,12,December,Dec 2025,18,Thursday,0,FQ4
2025-12-19,20251219,2025,4,Q4,12,December,Dec 2025,19,Friday,0,FQ4
2025-12-20,20251220,2025,4,Q4,12,December,Dec 2025,20,Saturday,1,FQ4
2025-12-21,20251221,2025,4,Q4,12,December,Dec 2025,21,Sunday,1,FQ4
2025-12-22,20251222,2025,4,Q4,12,December,Dec 2025,22,Monday,0,FQ4
2025-12-23,20251223,2025,4,Q4,12,December,Dec 2025,23,Tuesday,0,FQ4
2025-12-24,20251224,2025,4,Q4,12,December,Dec 2025,24,Wednesday,0,FQ4
2025-12-25,20251225,2025,4,Q4,12,December,Dec 2025,25,Thursday,0,FQ4
2025-12-26,20251226,2025,4,Q4,12,December,Dec 2025,26,Friday,0,FQ4
2025-12-27,20251227,2025,4,Q4,12,December,Dec 2025,27,Saturday,1,FQ4
2025-12-28,20251228,2025,4,Q4,12,December,Dec 2025,28,Sunday,1,FQ4
2025-12-29,20251229,2025,4,Q4,12,December,Dec 2025,29,Monday,0,FQ4
2025-12-30,20251230,2025,4,Q4,12,December,Dec 2025,30,Tuesday,0,FQ4
2025-12-31,20251231,2025,4,Q4,12,December,Dec 2025,31,Wednesday,0,FQ4
