session_id,user_key,date_key,device_key,channel_key,page_views,duration_seconds,is_bounced,has_converted
SES-2025-008388,0,20251106,2,1,1,18,1,0
SES-2025-008389,8547,20251226,2,1,2,23,0,0
SES-2025-008390,0,20251010,1,1,4,126,0,0
SES-2025-008391,0,20251222,2,2,2,29,0,0
SES-2025-008392,2286,20251125,2,4,1,17,1,0
SES-2025-008393,2130,20251231,2,1,4,88,0,0
SES-2025-008394,1910,20251101,2,3,1,18,1,0
SES-2025-008395,8521,20251215,2,2,1,8,1,0
SES-2025-008396,4335,20250830,3,3,3,93,0,0
SES-2025-008397,3670,20251119,1,4,1,5,1,0
SES-2025-008398,5305,20250528,2,4,1,3,1,0
SES-2025-008399,0,20251119,3,3,2,52,0,0
SES-2025-008400,0,20250404,1,6,3,92,0,0
SES-2025-008401,7714,20250810,2,3,3,120,0,0
SES-2025-008402,0,20250506,2,1,1,3,1,0
SES-2025-008403,4200,20251214,2,1,4,148,0,0
SES-2025-008404,0,20250719,2,4,1,6,1,0
SES-2025-008405,0,20250511,2,4,1,12,1,0
SES-2025-008406,3723,20251117,2,2,3,115,0,0
SES-2025-008407,6947,20251225,2,4,1,14,1,0
SES-2025-008408,4547,20250811,2,1,1,10,1,0
SES-2025-008409,4639,20250723,1,2,2,63,0,0
SES-2025-008410,1217,20251222,1,4,2,40,0,0
SES-2025-008411,9855,20250830,1,1,3,83,0,0
SES-2025-008412,0,20250109,2,3,1,5,1,0
SES-2025-008413,5233,20251119,2,3,4,130,0,0
SES-2025-008414,0,20250214,1,5,1,16,1,0
SES-2025-008415,0,20251008,1,1,1,13,1,0
SES-2025-008416,0,20250701,2,3,4,119,0,0
SES-2025-008417,2764,20250804,2,1,3,109,0,0
SES-2025-008418,8834,20251010,3,2,7,147,0,1
SES-2025-008419,0,20250412,2,4,2,35,0,0
SES-2025-008420,3722,20251212,1,3,3,107,0,0
SES-2025-008421,0,20250824,3,2,3,90,0,0
SES-2025-008422,3894,20250912,1,1,2,51,0,0
SES-2025-008423,0,20251024,1,5,4,108,0,0
SES-2025-008424,1233,20251208,2,6,2,39,0,0
SES-2025-008425,9996,20250920,3,3,3,77,0,0
SES-2025-008426,0,20250102,3,2,3,82,0,0
SES-2025-008427,8784,20250723,2,3,3,100,0,0
SES-2025-008428,2787,20250913,1,3,3,83,0,0
SES-2025-008429,0,20250728,2,2,1,8,1,0
SES-2025-008430,0,20251016,2,2,2,44,0,0
SES-2025-008431,0,20250916,2,5,3,83,0,0
SES-2025-008432,7607,20251124,2,4,1,18,1,0
SES-2025-008433,0,20250819,2,2,4,103,0,0
SES-2025-008434,3793,20251121,2,1,1,3,1,0
SES-2025-008435,2170,20250317,1,3,1,5,1,0
SES-2025-008436,492,20250723,1,4,1,8,1,0
SES-2025-008437,4721,20251005,2,1,4,125,0,0
SES-2025-008438,2010,20251212,2,5,1,15,1,0
SES-2025-008439,2804,20251209,2,3,3,46,0,0
SES-2025-008440,0,20250429,3,1,2,41,0,0
SES-2025-008441,6601,20251120,2,4,2,52,0,0
SES-2025-008442,5912,20251203,1,1,1,16,1,0
SES-2025-008443,9467,20250102,1,1,7,191,0,1
SES-2025-008444,0,20251209,1,5,1,6,1,0
SES-2025-008445,6686,20250912,1,2,1,16,1,0
SES-2025-008446,8821,20250828,2,1,1,13,1,0
SES-2025-008447,0,20250726,1,4,3,102,0,0
SES-2025-008448,5626,20251203,2,2,3,118,0,0
SES-2025-008449,6759,20251228,1,2,3,83,0,0
SES-2025-008450,40,20251230,1,5,3,73,0,0
SES-2025-008451,0,20250718,2,1,3,112,0,0
SES-2025-008452,0,20250905,2,2,2,39,0,0
SES-2025-008453,2291,20251113,2,3,1,18,1,0
SES-2025-008454,2573,20250907,1,4,1,6,1,0
SES-2025-008455,0,20250625,2,1,1,6,1,0
SES-2025-008456,0,20250305,2,1,3,82,0,0
SES-2025-008457,7117,20251101,1,1,3,97,0,0
SES-2025-008458,2172,20251106,2,5,1,6,1,0
SES-2025-008459,0,20250913,2,4,2,48,0,0
SES-2025-008460,4638,20250624,2,4,1,5,1,0
SES-2025-008461,6530,20250720,2,2,2,63,0,0
SES-2025-008462,0,20250626,2,5,3,98,0,0
SES-2025-008463,0,20251211,3,2,3,78,0,0
SES-2025-008464,7996,20250707,2,3,2,37,0,0
SES-2025-008465,938,20251028,1,2,1,4,1,0
SES-2025-008466,9577,20251202,1,3,2,31,0,0
SES-2025-008467,5863,20250723,2,2,2,42,0,0
SES-2025-008468,1164,20250129,2,1,2,70,0,0
SES-2025-008469,8071,20250928,2,2,3,112,0,0
SES-2025-008470,0,20250628,1,4,1,14,1,0
SES-2025-008471,0,20250213,2,4,2,51,0,0
SES-2025-008472,0,20251016,1,4,2,23,0,0
SES-2025-008473,6534,20251227,1,5,3,85,0,0
SES-2025-008474,4862,20251214,2,3,3,97,0,0
SES-2025-008475,2262,20251108,2,1,1,11,1,0
SES-2025-008476,0,20251212,1,3,4,149,0,0
SES-2025-008477,8921,20250721,1,4,1,14,1,0
SES-2025-008478,9758,20250923,2,3,3,119,0,0
SES-2025-008479,8882,20251227,2,1,1,12,1,0
SES-2025-008480,1244,20251120,1,1,2,35,0,0
SES-2025-008481,86,20251224,2,4,3,105,0,0
SES-2025-008482,0,20250817,2,3,1,5,1,0
SES-2025-008483,323,20250926,2,1,1,12,1,0
SES-2025-008484,8695,20251231,2,1,2,33,0,0
SES-2025-008485,7994,20251213,1,4,1,8,1,0
SES-2025-008486,3409,20251103,2,4,1,9,1,0
SES-2025-008487,7681,20251106,1,1,1,9,1,0
SES-2025-008488,8029,20251021,3,5,3,92,0,0
SES-2025-008489,0,20251026,2,1,2,40,0,0
SES-2025-008490,722,20251013,1,3,3,104,0,0
SES-2025-008491,0,20250118,2,3,1,9,1,0
SES-2025-008492,0,20250606,2,1,2,46,0,0
SES-2025-008493,0,20251010,1,4,1,11,1,0
SES-2025-008494,0,20250610,2,1,3,52,0,0
SES-2025-008495,855,20251125,1,5,1,16,1,0
SES-2025-008496,0,20250926,2,1,1,4,1,0
SES-2025-008497,0,20251230,1,4,4,77,0,0
SES-2025-008498,1298,20251113,2,1,4,103,0,0
SES-2025-008499,5900,20250919,2,2,2,24,0,0
SES-2025-008500,0,20250206,1,1,1,7,1,0
SES-2025-008501,0,20251213,1,4,3,77,0,0
SES-2025-008502,0,20250828,3,3,1,5,1,0
SES-2025-008503,9931,20251225,1,3,3,91,0,0
SES-2025-008504,0,20250727,2,4,1,15,1,0
SES-2025-008505,5910,20251114,1,3,2,32,0,0
SES-2025-008506,8161,20250911,2,2,1,15,1,0
SES-2025-008507,3386,20250917,2,1,2,48,0,0
SES-2025-008508,4794,20250503,2,1,3,99,0,0
SES-2025-008509,6949,20251230,2,4,1,13,1,0
SES-2025-008510,3882,20251212,3,1,4,116,0,0
SES-2025-008511,863,20251223,1,1,4,106,0,0
SES-2025-008512,4910,20250924,2,4,1,17,1,0
SES-2025-008513,6163,20251125,2,1,1,5,1,0
SES-2025-008514,0,20251210,1,1,1,16,1,0
SES-2025-008515,2477,20250329,1,1,3,128,0,0
SES-2025-008516,0,20250315,2,3,3,62,0,0
SES-2025-008517,8307,20251212,1,1,1,16,1,0
SES-2025-008518,7020,20250924,3,5,3,105,0,0
SES-2025-008519,1933,20251204,2,4,1,15,1,0
SES-2025-008520,4649,20251109,2,3,4,79,0,0
SES-2025-008521,3486,20251116,2,4,1,16,1,0
SES-2025-008522,0,20250113,1,2,1,18,1,0
SES-2025-008523,7977,20251017,2,4,4,92,0,0
SES-2025-008524,2177,20251102,2,1,2,27,0,0
SES-2025-008525,0,20250218,2,1,2,51,0,0
SES-2025-008526,9,20251203,2,3,1,8,1,0
SES-2025-008527,5286,20251230,1,2,2,55,0,0
SES-2025-008528,0,20250215,2,2,3,94,0,0
SES-2025-008529,8164,20250913,2,5,3,87,0,0
SES-2025-008530,1532,20251224,2,4,7,157,0,1
SES-2025-008531,7416,20251206,2,2,3,136,0,0
SES-2025-008532,7301,20251127,2,3,1,12,1,0
SES-2025-008533,0,20250815,2,4,1,5,1,0
SES-2025-008534,0,20250922,1,1,1,7,1,0
SES-2025-008535,4401,20250516,3,1,4,135,0,0
SES-2025-008536,2158,20251102,2,2,1,7,1,0
SES-2025-008537,7892,20250722,2,2,1,5,1,0
SES-2025-008538,0,20250928,2,1,1,16,1,0
SES-2025-008539,0,20250825,3,3,3,78,0,0
SES-2025-008540,0,20250219,1,2,4,142,0,0
SES-2025-008541,6737,20251217,1,1,1,10,1,0
SES-2025-008542,7265,20251015,2,1,2,64,0,0
SES-2025-008543,1377,20250914,1,2,7,179,0,1
SES-2025-008544,1443,20250414,2,2,3,73,0,0
SES-2025-008545,0,20250104,1,1,3,106,0,0
SES-2025-008546,0,20250602,2,4,2,64,0,0
SES-2025-008547,0,20250318,2,2,3,55,0,0
SES-2025-008548,3278,20250811,1,3,2,36,0,0
SES-2025-008549,8683,20251010,2,1,2,29,0,0
SES-2025-008550,9835,20251103,1,1,1,15,1,0
SES-2025-008551,2313,20250726,1,4,1,7,1,0
SES-2025-008552,0,20250330,2,3,1,8,1,0
SES-2025-008553,0,20250616,1,1,2,60,0,0
SES-2025-008554,0,20250619,2,4,1,6,1,0
SES-2025-008555,8260,20250529,1,1,3,105,0,0
SES-2025-008556,6307,20250819,3,3,3,65,0,0
SES-2025-008557,5453,20251205,1,5,5,222,0,0
SES-2025-008558,8565,20250717,1,2,3,93,0,0
SES-2025-008559,0,20250131,2,3,1,3,1,0
SES-2025-008560,480,20250413,1,1,1,4,1,0
SES-2025-008561,0,20250802,2,2,3,95,0,0
SES-2025-008562,0,20251029,2,3,4,116,0,0
SES-2025-008563,0,20250205,2,4,3,121,0,0
SES-2025-008564,7520,20250824,1,5,2,41,0,0
SES-2025-008565,7937,20251127,2,3,2,60,0,0
SES-2025-008566,0,20251130,1,4,1,9,1,0
SES-2025-008567,5394,20251121,1,1,1,5,1,0
SES-2025-008568,181,20251027,2,3,1,5,1,0
SES-2025-008569,3940,20251123,1,3,5,179,0,0
SES-2025-008570,4550,20250425,2,4,2,35,0,0
SES-2025-008571,7525,20251217,1,2,2,29,0,0
SES-2025-008572,7489,20250111,1,3,7,181,0,1
SES-2025-008573,9976,20251105,2,3,2,32,0,0
SES-2025-008574,1964,20250312,1,3,1,14,1,0
SES-2025-008575,7904,20251228,2,6,2,40,0,0
SES-2025-008576,0,20250311,3,1,2,25,0,0
SES-2025-008577,8385,20251013,2,4,3,79,0,0
SES-2025-008578,2082,20251117,2,4,1,9,1,0
SES-2025-008579,2312,20251216,2,4,1,6,1,0
SES-2025-008580,0,20250407,2,5,4,123,0,0
SES-2025-008581,240,20250830,1,1,1,12,1,0
SES-2025-008582,0,20250427,2,1,4,96,0,0
SES-2025-008583,6073,20250805,2,3,1,7,1,0
SES-2025-008584,0,20250510,1,1,1,9,1,0
SES-2025-008585,5651,20251113,2,1,4,133,0,0
SES-2025-008586,6440,20251207,2,4,1,3,1,0
SES-2025-008587,5124,20251125,2,1,1,7,1,0
SES-2025-008588,0,20250615,2,2,2,45,0,0
SES-2025-008589,9869,20251230,2,5,3,114,0,0
SES-2025-008590,9209,20250811,2,3,3,95,0,0
SES-2025-008591,8285,20250819,2,1,2,47,0,0
SES-2025-008592,0,20250804,2,1,3,92,0,0
SES-2025-008593,5893,20251111,1,1,2,20,0,0
SES-2025-008594,1796,20251125,2,1,3,94,0,0
SES-2025-008595,0,20250116,2,4,2,57,0,0
SES-2025-008596,0,20250521,2,1,1,14,1,0
SES-2025-008597,1539,20251128,2,5,3,110,0,0
SES-2025-008598,3441,20251121,1,4,4,167,0,0
SES-2025-008599,7783,20251018,1,1,2,41,0,0
SES-2025-008600,0,20250223,2,1,1,17,1,0
SES-2025-008601,0,20250516,2,3,3,82,0,0
SES-2025-008602,0,20250410,2,1,4,141,0,0
SES-2025-008603,1353,20251228,1,3,2,36,0,0
SES-2025-008604,880,20250504,2,2,2,42,0,0
SES-2025-008605,4022,20251212,2,1,4,149,0,0
SES-2025-008606,420,20250617,2,1,4,113,0,0
SES-2025-008607,0,20250107,2,3,4,173,0,0
SES-2025-008608,0,20250226,2,3,1,13,1,0
SES-2025-008609,8328,20250925,2,2,1,18,1,0
SES-2025-008610,1694,20251227,2,1,1,14,1,0
SES-2025-008611,0,20251221,1,4,3,68,0,0
SES-2025-008612,0,20250624,1,4,1,12,1,0
SES-2025-008613,867,20251203,3,3,2,38,0,0
SES-2025-008614,4139,20251008,2,5,3,102,0,0
SES-2025-008615,2805,20251019,1,1,1,5,1,0
SES-2025-008616,9986,20251211,2,6,3,74,0,0
SES-2025-008617,7688,20251203,2,5,2,38,0,0
SES-2025-008618,8274,20251012,2,1,3,97,0,0
SES-2025-008619,6755,20251113,2,4,2,26,0,0
SES-2025-008620,46,20251021,1,3,3,93,0,0
SES-2025-008621,243,20251225,2,2,3,93,0,0
SES-2025-008622,0,20250825,2,1,3,80,0,0
SES-2025-008623,0,20251124,2,4,1,4,1,0
SES-2025-008624,8479,20251127,3,3,1,18,1,0
SES-2025-008625,7249,20250730,2,3,1,13,1,0
SES-2025-008626,7058,20250829,2,1,3,107,0,0
SES-2025-008627,8316,20251207,2,5,1,15,1,0
SES-2025-008628,1540,20250830,2,3,4,99,0,0
SES-2025-008629,0,20250517,2,2,3,75,0,0
SES-2025-008630,4493,20250728,2,1,1,16,1,0
SES-2025-008631,5510,20250620,2,3,3,94,0,0
SES-2025-008632,0,20250215,2,3,4,98,0,0
SES-2025-008633,0,20250123,1,3,3,76,0,0
SES-2025-008634,2427,20250519,2,2,2,35,0,0
SES-2025-008635,0,20250128,2,4,1,9,1,0
SES-2025-008636,9716,20250717,2,4,2,48,0,0
SES-2025-008637,6689,20251201,2,1,4,114,0,0
SES-2025-008638,7244,20250910,2,2,1,8,1,0
SES-2025-008639,6838,20251220,1,3,3,117,0,0
SES-2025-008640,0,20250525,2,2,1,16,1,0
SES-2025-008641,0,20250106,2,1,2,67,0,0
SES-2025-008642,0,20250518,3,3,4,109,0,0
SES-2025-008643,8271,20251022,2,2,2,66,0,0
SES-2025-008644,7895,20251016,2,3,1,8,1,0
SES-2025-008645,4648,20251122,1,1,1,17,1,0
SES-2025-008646,2925,20251226,1,3,1,12,1,0
SES-2025-008647,9884,20251016,2,4,4,153,0,0
SES-2025-008648,607,20251019,2,4,1,8,1,0
SES-2025-008649,0,20250626,1,2,6,232,0,0
SES-2025-008650,6748,20250722,1,4,4,140,0,0
SES-2025-008651,6211,20251007,2,1,1,9,1,0
SES-2025-008652,3578,20251103,1,2,1,7,1,0
SES-2025-008653,6252,20251130,2,1,2,56,0,0
SES-2025-008654,3260,20251026,1,5,1,8,1,0
SES-2025-008655,9552,20250721,2,1,1,11,1,0
SES-2025-008656,0,20250816,3,2,2,68,0,0
SES-2025-008657,0,20250108,2,5,1,13,1,0
SES-2025-008658,8669,20250426,1,1,3,119,0,0
SES-2025-008659,7975,20251124,2,3,3,99,0,0
SES-2025-008660,0,20250819,1,2,3,82,0,0
SES-2025-008661,0,20250907,2,4,3,98,0,0
SES-2025-008662,7326,20250802,2,1,3,90,0,0
SES-2025-008663,0,20250817,1,3,3,75,0,0
SES-2025-008664,0,20250513,2,2,3,53,0,0
SES-2025-008665,5103,20251206,1,3,2,56,0,0
SES-2025-008666,2706,20250408,1,3,1,16,1,0
SES-2025-008667,0,20250506,1,3,1,5,1,0
SES-2025-008668,2692,20250320,2,3,1,7,1,0
SES-2025-008669,0,20250603,2,4,3,97,0,0
SES-2025-008670,3557,20251230,2,3,1,11,1,0
SES-2025-008671,5040,20250608,2,5,2,21,0,0
SES-2025-008672,0,20250326,2,2,2,49,0,0
SES-2025-008673,0,20250623,2,6,1,5,1,0
SES-2025-008674,0,20250814,1,3,3,78,0,0
SES-2025-008675,0,20251221,2,4,1,4,1,0
SES-2025-008676,3051,20250915,2,1,1,5,1,0
SES-2025-008677,9547,20251222,1,1,1,6,1,0
SES-2025-008678,0,20251126,2,3,4,129,0,0
SES-2025-008679,4511,20251127,2,3,3,86,0,0
SES-2025-008680,5616,20251030,1,1,1,17,1,0
SES-2025-008681,3383,20250713,2,4,2,57,0,0
SES-2025-008682,3934,20251202,2,4,1,6,1,0
SES-2025-008683,3710,20250905,2,4,1,14,1,0
SES-2025-008684,0,20250416,2,5,3,93,0,0
SES-2025-008685,5925,20251011,2,5,1,10,1,0
SES-2025-008686,2933,20251210,2,4,1,18,1,0
SES-2025-008687,3327,20251108,1,1,3,110,0,0
SES-2025-008688,5833,20251217,1,5,2,44,0,0
SES-2025-008689,7965,20251227,2,1,3,111,0,0
SES-2025-008690,1956,20250807,2,2,4,186,0,0
SES-2025-008691,0,20250302,2,4,1,14,1,0
SES-2025-008692,739,20251120,2,5,3,87,0,0
SES-2025-008693,0,20250220,2,6,1,8,1,0
SES-2025-008694,0,20250704,2,4,3,117,0,0
SES-2025-008695,2136,20251027,3,3,1,3,1,0
SES-2025-008696,2557,20251119,2,4,1,16,1,0
SES-2025-008697,0,20251221,3,2,2,52,0,0
SES-2025-008698,0,20250618,1,5,3,110,0,0
SES-2025-008699,0,20250713,2,3,2,16,0,0
SES-2025-008700,0,20250412,2,3,2,41,0,0
SES-2025-008701,0,20250625,2,4,1,6,1,0
SES-2025-008702,5439,20251222,1,1,2,40,0,0
SES-2025-008703,0,20250909,1,1,3,50,0,0
SES-2025-008704,0,20250621,2,4,4,142,0,0
SES-2025-008705,0,20250615,2,1,3,91,0,0
SES-2025-008706,9321,20251231,2,1,1,7,1,0
SES-2025-008707,9129,20251031,2,4,1,3,1,0
SES-2025-008708,8121,20251023,2,1,2,56,0,0
SES-2025-008709,7833,20251102,3,3,3,110,0,0
SES-2025-008710,7629,20251007,2,4,1,18,1,0
SES-2025-008711,0,20251107,2,4,1,7,1,0
SES-2025-008712,355,20250616,1,4,4,162,0,0
SES-2025-008713,3017,20251122,2,4,1,10,1,0
SES-2025-008714,0,20251115,2,2,1,12,1,0
SES-2025-008715,2393,20250705,1,1,5,161,0,0
SES-2025-008716,5976,20251202,2,3,3,73,0,0
SES-2025-008717,6043,20250701,2,5,3,72,0,0
SES-2025-008718,0,20250918,1,4,2,64,0,0
SES-2025-008719,0,20250513,1,4,1,17,1,0
SES-2025-008720,4299,20251119,1,1,3,68,0,0
SES-2025-008721,6101,20251220,1,3,2,62,0,0
SES-2025-008722,7761,20250830,2,1,2,60,0,0
SES-2025-008723,5301,20250901,1,5,3,70,0,0
SES-2025-008724,0,20250927,2,5,1,17,1,0
SES-2025-008725,4879,20250912,2,6,2,34,0,0
SES-2025-008726,0,20250217,2,4,1,8,1,0
SES-2025-008727,718,20251206,2,4,1,11,1,0
SES-2025-008728,1266,20250824,2,4,1,12,1,0
SES-2025-008729,9914,20251225,2,4,1,18,1,0
SES-2025-008730,3021,20251102,2,1,1,11,1,0
SES-2025-008731,5481,20251101,1,2,3,97,0,0
SES-2025-008732,1073,20251120,1,2,3,112,0,0
SES-2025-008733,0,20250630,3,1,3,75,0,0
SES-2025-008734,8094,20250723,2,1,1,9,1,0
SES-2025-008735,9300,20251026,2,3,1,7,1,0
SES-2025-008736,0,20251104,2,1,1,11,1,0
SES-2025-008737,1931,20250922,2,4,1,8,1,0
SES-2025-008738,1043,20250411,2,4,4,129,0,0
SES-2025-008739,1729,20251010,2,2,1,16,1,0
SES-2025-008740,0,20251203,2,3,5,167,0,0
SES-2025-008741,2159,20251221,2,3,4,148,0,0
SES-2025-008742,2795,20251126,2,4,1,4,1,0
SES-2025-008743,0,20250308,1,5,2,36,0,0
SES-2025-008744,0,20250828,2,3,1,4,1,0
SES-2025-008745,8915,20250907,2,2,2,36,0,0
SES-2025-008746,3323,20250419,2,3,3,107,0,0
SES-2025-008747,3947,20251021,2,1,3,84,0,0
SES-2025-008748,3009,20251208,2,3,1,5,1,0
SES-2025-008749,1800,20250724,2,5,3,103,0,0
SES-2025-008750,0,20251008,1,2,2,34,0,0
SES-2025-008751,3441,20251229,2,5,3,71,0,0
SES-2025-008752,3,20250828,2,4,4,110,0,0
SES-2025-008753,1006,20250720,2,2,2,52,0,0
SES-2025-008754,8119,20250519,2,2,5,210,0,0
SES-2025-008755,6343,20250918,1,1,4,135,0,0
SES-2025-008756,0,20250729,2,5,1,9,1,0
SES-2025-008757,2850,20251001,1,1,3,106,0,0
SES-2025-008758,7294,20250922,2,3,2,53,0,0
SES-2025-008759,4963,20251231,3,3,1,3,1,0
SES-2025-008760,5080,20251222,2,3,2,23,0,0
SES-2025-008761,6200,20251019,2,4,1,9,1,0
SES-2025-008762,6068,20250524,1,2,2,41,0,0
SES-2025-008763,962,20251228,2,3,1,3,1,0
SES-2025-008764,0,20250107,2,1,3,60,0,0
SES-2025-008765,445,20250923,1,5,5,149,0,0
SES-2025-008766,3823,20251125,1,5,2,21,0,0
SES-2025-008767,0,20250630,2,1,2,62,0,0
SES-2025-008768,8664,20251013,2,1,2,53,0,0
SES-2025-008769,0,20251225,1,4,1,10,1,0
SES-2025-008770,2277,20251220,1,4,7,168,0,1
SES-2025-008771,3892,20250620,1,5,3,67,0,0
SES-2025-008772,977,20251122,2,2,4,151,0,0
SES-2025-008773,0,20250915,1,4,3,109,0,0
SES-2025-008774,0,20250127,2,1,1,5,1,0
SES-2025-008775,0,20250124,1,6,3,70,0,0
SES-2025-008776,8692,20250827,1,1,2,50,0,0
SES-2025-008777,0,20250122,2,5,1,13,1,0
SES-2025-008778,5429,20251219,2,4,1,9,1,0
SES-2025-008779,0,20250310,1,3,1,12,1,0
SES-2025-008780,1769,20251201,2,4,1,3,1,0
SES-2025-008781,0,20250703,2,5,4,127,0,0
SES-2025-008782,4921,20250824,1,4,3,86,0,0
SES-2025-008783,0,20250826,2,4,1,3,1,0
SES-2025-008784,421,20251224,1,3,1,14,1,0
SES-2025-008785,8839,20250824,2,1,1,13,1,0
SES-2025-008786,3124,20250616,1,2,2,46,0,0
SES-2025-008787,896,20250921,1,5,4,112,0,0
SES-2025-008788,2540,20251014,1,3,1,7,1,0
SES-2025-008789,0,20250123,2,4,1,4,1,0
SES-2025-008790,9292,20251219,2,1,1,14,1,0
SES-2025-008791,2989,20251218,2,3,4,100,0,0
SES-2025-008792,0,20251223,1,3,3,92,0,0
SES-2025-008793,3349,20251207,2,2,3,85,0,0
SES-2025-008794,2129,20251228,2,2,2,46,0,0
SES-2025-008795,1311,20250522,1,1,1,5,1,0
SES-2025-008796,0,20250201,2,5,4,156,0,0
SES-2025-008797,0,20250407,2,4,1,6,1,0
SES-2025-008798,471,20250814,2,3,2,18,0,0
SES-2025-008799,0,20250831,2,4,1,7,1,0
SES-2025-008800,7197,20251129,1,4,3,79,0,0
SES-2025-008801,1504,20251025,3,5,3,112,0,0
SES-2025-008802,9795,20251230,2,3,3,103,0,0
SES-2025-008803,8986,20250422,2,4,3,91,0,0
SES-2025-008804,2251,20251206,1,2,3,74,0,0
SES-2025-008805,0,20250908,2,1,2,40,0,0
SES-2025-008806,3842,20251225,2,5,1,9,1,0
SES-2025-008807,0,20250212,2,3,2,62,0,0
SES-2025-008808,9759,20250825,1,1,7,164,0,1
SES-2025-008809,0,20251023,2,1,4,129,0,0
SES-2025-008810,2023,20250924,1,5,3,97,0,0
SES-2025-008811,8153,20251119,2,6,1,15,1,0
SES-2025-008812,5354,20250926,2,2,4,120,0,0
SES-2025-008813,0,20250510,1,3,4,126,0,0
SES-2025-008814,8232,20251007,2,5,3,67,0,0
SES-2025-008815,0,20250327,1,2,1,12,1,0
SES-2025-008816,0,20251121,2,3,1,8,1,0
SES-2025-008817,0,20250625,2,4,1,6,1,0
SES-2025-008818,0,20250428,1,4,1,17,1,0
SES-2025-008819,0,20250322,2,3,1,6,1,0
SES-2025-008820,0,20250909,2,3,1,7,1,0
SES-2025-008821,7645,20250420,2,5,2,41,0,0
SES-2025-008822,3580,20251221,1,5,1,17,1,0
SES-2025-008823,3223,20250903,2,2,2,48,0,0
SES-2025-008824,8852,20250914,2,1,1,12,1,0
SES-2025-008825,0,20250212,2,1,1,5,1,0
SES-2025-008826,4483,20251220,2,1,1,10,1,0
SES-2025-008827,0,20250614,1,3,1,9,1,0
SES-2025-008828,7901,20250616,2,5,3,99,0,0
SES-2025-008829,6926,20251109,2,3,2,27,0,0
SES-2025-008830,0,20251207,2,1,1,12,1,0
SES-2025-008831,0,20251229,1,3,2,37,0,0
SES-2025-008832,655,20251229,1,2,4,155,0,0
SES-2025-008833,5652,20250906,1,2,4,96,0,0
SES-2025-008834,5426,20250317,1,4,3,110,0,0
SES-2025-008835,2935,20251121,1,4,1,9,1,0
SES-2025-008836,3361,20251103,1,1,3,79,0,0
SES-2025-008837,0,20251210,2,3,1,4,1,0
SES-2025-008838,188,20251217,2,3,2,73,0,0
SES-2025-008839,5428,20250519,2,1,2,38,0,0
SES-2025-008840,0,20250330,1,1,3,122,0,0
SES-2025-008841,0,20251124,2,4,1,18,1,0
SES-2025-008842,6353,20251125,2,4,4,127,0,0
SES-2025-008843,0,20251122,2,6,1,9,1,0
SES-2025-008844,6010,20251130,2,2,1,8,1,0
SES-2025-008845,3497,20250802,1,5,3,76,0,0
SES-2025-008846,579,20250527,1,1,3,102,0,0
SES-2025-008847,2877,20251110,1,6,4,159,0,0
SES-2025-008848,3554,20251229,1,1,1,3,1,0
SES-2025-008849,9069,20251030,1,4,3,114,0,0
SES-2025-008850,8388,20251031,3,1,1,10,1,0
SES-2025-008851,0,20250808,1,4,1,3,1,0
SES-2025-008852,0,20250322,2,3,3,73,0,0
SES-2025-008853,6184,20251125,2,1,3,75,0,0
SES-2025-008854,654,20251023,1,4,3,123,0,0
SES-2025-008855,0,20251028,2,1,2,68,0,0
SES-2025-008856,0,20250926,2,1,4,141,0,0
SES-2025-008857,1742,20251226,2,4,3,51,0,0
SES-2025-008858,3567,20251010,1,2,2,58,0,0
SES-2025-008859,5572,20250728,2,1,2,27,0,0
SES-2025-008860,8554,20251219,2,3,1,5,1,0
SES-2025-008861,0,20250504,2,4,1,12,1,0
SES-2025-008862,4546,20251224,2,5,1,4,1,0
SES-2025-008863,6088,20251221,2,1,1,4,1,0
SES-2025-008864,0,20250506,2,2,3,72,0,0
SES-2025-008865,5954,20251129,1,4,1,10,1,0
SES-2025-008866,0,20251003,2,5,3,106,0,0
SES-2025-008867,632,20251007,1,2,2,56,0,0
SES-2025-008868,7631,20251217,2,2,2,43,0,0
SES-2025-008869,0,20250603,3,3,3,75,0,0
SES-2025-008870,0,20250629,1,1,1,4,1,0
SES-2025-008871,4015,20251010,1,4,4,160,0,0
SES-2025-008872,6193,20251019,1,5,2,45,0,0
SES-2025-008873,4756,20250815,2,4,1,12,1,0
SES-2025-008874,2254,20250711,2,3,5,168,0,0
SES-2025-008875,0,20250903,1,1,3,122,0,0
SES-2025-008876,0,20250122,2,1,2,32,0,0
SES-2025-008877,9967,20250402,1,5,1,16,1,0
SES-2025-008878,1842,20251208,2,3,7,182,0,1
SES-2025-008879,2716,20250929,2,1,3,115,0,0
SES-2025-008880,0,20250611,2,5,1,11,1,0
SES-2025-008881,2737,20250715,2,3,3,104,0,0
SES-2025-008882,2878,20251120,1,1,2,37,0,0
SES-2025-008883,0,20250901,2,1,4,135,0,0
SES-2025-008884,0,20250103,2,1,3,109,0,0
SES-2025-008885,8495,20251223,1,1,4,155,0,0
SES-2025-008886,4203,20251102,2,1,2,36,0,0
SES-2025-008887,0,20250321,2,4,3,106,0,0
SES-2025-008888,4163,20251016,1,2,2,58,0,0
SES-2025-008889,4696,20251230,1,5,1,18,1,0
SES-2025-008890,0,20250131,1,3,1,8,1,0
SES-2025-008891,1365,20250215,2,2,1,6,1,0
SES-2025-008892,4607,20250927,3,4,1,7,1,0
SES-2025-008893,2280,20251125,2,3,1,6,1,0
