order_item_id,order_id,product_id,quantity,unit_price,line_total,product_key,unit_cost,line_cost,line_profit
366,ORD-2025-000366,28,1,25.0,25.0,28,7.5,7.5,17.5
367,ORD-2025-000367,26,1,24.0,24.0,26,8.5,8.5,15.5
368,ORD-2025-000368,24,1,32.0,32.0,24,9.0,9.0,23.0
369,ORD-2025-000369,7,1,39.99,39.99,7,18.0,18.0,21.99
370,ORD-2025-000370,5,2,79.99,159.98,5,38.0,76.0,83.98
371,ORD-2025-000371,25,1,79.0,79.0,25,28.0,28.0,51.0
372,ORD-2025-000372,9,2,28.0,56.0,9,8.0,16.0,40.0
373,ORD-2025-000373,12,1,38.0,38.0,12,14.0,14.0,24.0
374,ORD-2025-000374,21,2,34.0,68.0,21,12.0,24.0,44.0
375,ORD-2025-000375,22,1,110.0,110.0,22,40.0,40.0,70.0
376,ORD-2025-000376,21,1,34.0,34.0,21,12.0,12.0,22.0
377,ORD-2025-000377,32,2,49.0,98.0,32,18.0,36.0,62.0
378,ORD-2025-000378,9,1,28.0,28.0,9,8.0,8.0,20.0
379,ORD-2025-000379,9,1,28.0,28.0,9,8.0,8.0,20.0
380,ORD-2025-000380,13,1,145.0,145.0,13,55.0,55.0,90.0
381,ORD-2025-000381,5,1,79.99,79.99,5,38.0,38.0,41.99
382,ORD-2025-000382,32,1,49.0,49.0,32,18.0,18.0,31.0
383,ORD-2025-000383,9,1,28.0,28.0,9,8.0,8.0,20.0
384,ORD-2025-000384,27,1,22.0,22.0,27,6.0,6.0,16.0
385,ORD-2025-000385,10,1,68.0,68.0,10,22.0,22.0,46.0
386,ORD-2025-000386,23,1,26.0,26.0,23,7.0,7.0,19.0
387,ORD-2025-000387,22,1,110.0,110.0,22,40.0,40.0,70.0
388,ORD-2025-000388,27,3,22.0,66.0,27,6.0,18.0,48.0
389,ORD-2025-000389,22,1,110.0,110.0,22,40.0,40.0,70.0
390,ORD-2025-000390,31,1,42.0,42.0,31,15.0,15.0,27.0
391,ORD-2025-000391,19,1,95.0,95.0,19,42.0,42.0,53.0
392,ORD-2025-000392,26,3,24.0,72.0,26,8.5,25.5,46.5
393,ORD-2025-000393,11,2,74.0,148.0,11,26.0,52.0,96.0
394,ORD-2025-000394,22,1,110.0,110.0,22,40.0,40.0,70.0
395,ORD-2025-000395,25,3,79.0,237.0,25,28.0,84.0,153.0
396,ORD-2025-000396,13,3,145.0,435.0,13,55.0,165.0,270.0
397,ORD-2025-000397,14,2,44.0,88.0,14,16.0,32.0,56.0
398,ORD-2025-000398,16,2,48.0,96.0,16,20.0,40.0,56.0
399,ORD-2025-000399,16,1,48.0,48.0,16,20.0,20.0,28.0
400,ORD-2025-000400,26,2,24.0,48.0,26,8.5,17.0,31.0
401,ORD-2025-000401,27,3,22.0,66.0,27,6.0,18.0,48.0
402,ORD-2025-000402,6,1,69.99,69.99,6,30.0,30.0,39.99
403,ORD-2025-000403,18,1,89.0,89.0,18,38.0,38.0,51.0
404,ORD-2025-000404,33,3,89.0,267.0,33,32.0,96.0,171.0
405,ORD-2025-000405,4,1,54.99,54.99,4,25.0,25.0,29.99
406,ORD-2025-000406,12,1,38.0,38.0,12,14.0,14.0,24.0
407,ORD-2025-000407,32,1,49.0,49.0,32,18.0,18.0,31.0
408,ORD-2025-000408,22,1,110.0,110.0,22,40.0,40.0,70.0
409,ORD-2025-000409,7,2,39.99,79.98,7,18.0,36.0,43.98
410,ORD-2025-000410,5,3,79.99,239.97,5,38.0,114.0,125.97
411,ORD-2025-000411,13,1,145.0,145.0,13,55.0,55.0,90.0
412,ORD-2025-000412,24,1,32.0,32.0,24,9.0,9.0,23.0
413,ORD-2025-000413,9,1,28.0,28.0,9,8.0,8.0,20.0
414,ORD-2025-000414,30,1,85.0,85.0,30,35.0,35.0,50.0
415,ORD-2025-000415,13,1,145.0,145.0,13,55.0,55.0,90.0
416,ORD-2025-000416,16,1,48.0,48.0,16,20.0,20.0,28.0
417,ORD-2025-000417,15,1,29.0,29.0,15,10.0,10.0,19.0
418,ORD-2025-000418,14,1,44.0,44.0,14,16.0,16.0,28.0
419,ORD-2025-000419,17,1,349.0,349.0,17,160.0,160.0,189.0
420,ORD-2025-000420,2,1,149.99,149.99,2,75.0,75.0,74.99
421,ORD-2025-000421,15,1,29.0,29.0,15,10.0,10.0,19.0
422,ORD-2025-000422,5,1,79.99,79.99,5,38.0,38.0,41.99
423,ORD-2025-000423,25,1,79.0,79.0,25,28.0,28.0,51.0
424,ORD-2025-000424,9,2,28.0,56.0,9,8.0,16.0,40.0
425,ORD-2025-000425,14,1,44.0,44.0,14,16.0,16.0,28.0
426,ORD-2025-000426,4,1,54.99,54.99,4,25.0,25.0,29.99
427,ORD-2025-000427,26,1,24.0,24.0,26,8.5,8.5,15.5
428,ORD-2025-000428,7,1,39.99,39.99,7,18.0,18.0,21.99
429,ORD-2025-000429,18,1,89.0,89.0,18,38.0,38.0,51.0
430,ORD-2025-000430,23,1,26.0,26.0,23,7.0,7.0,19.0
431,ORD-2025-000431,26,1,24.0,24.0,26,8.5,8.5,15.5
432,ORD-2025-000432,15,1,29.0,29.0,15,10.0,10.0,19.0
433,ORD-2025-000433,17,2,349.0,698.0,17,160.0,320.0,378.0
434,ORD-2025-000434,12,1,38.0,38.0,12,14.0,14.0,24.0
435,ORD-2025-000435,25,1,79.0,79.0,25,28.0,28.0,51.0
436,ORD-2025-000436,33,1,89.0,89.0,33,32.0,32.0,57.0
437,ORD-2025-000437,10,1,68.0,68.0,10,22.0,22.0,46.0
438,ORD-2025-000438,7,1,39.99,39.99,7,18.0,18.0,21.99
439,ORD-2025-000439,6,1,69.99,69.99,6,30.0,30.0,39.99
440,ORD-2025-000440,17,1,349.0,349.0,17,160.0,160.0,189.0
441,ORD-2025-000441,21,1,34.0,34.0,21,12.0,12.0,22.0
442,ORD-2025-000442,27,1,22.0,22.0,27,6.0,6.0,16.0
443,ORD-2025-000443,17,1,349.0,349.0,17,160.0,160.0,189.0
444,ORD-2025-000444,4,1,54.99,54.99,4,25.0,25.0,29.99
445,ORD-2025-000445,2,2,149.99,299.98,2,75.0,150.0,149.98
446,ORD-2025-000446,30,1,85.0,85.0,30,35.0,35.0,50.0
447,ORD-2025-000447,32,1,49.0,49.0,32,18.0,18.0,31.0
448,ORD-2025-000448,21,1,34.0,34.0,21,12.0,12.0,22.0
449,ORD-2025-000449,25,1,79.0,79.0,25,28.0,28.0,51.0
450,ORD-2025-000450,28,1,25.0,25.0,28,7.5,7.5,17.5
451,ORD-2025-000451,23,1,26.0,26.0,23,7.0,7.0,19.0
452,ORD-2025-000452,10,1,68.0,68.0,10,22.0,22.0,46.0
453,ORD-2025-000453,22,1,110.0,110.0,22,40.0,40.0,70.0
454,ORD-2025-000454,18,3,89.0,267.0,18,38.0,114.0,153.0
455,ORD-2025-000455,14,2,44.0,88.0,14,16.0,32.0,56.0
456,ORD-2025-000456,10,1,68.0,68.0,10,22.0,22.0,46.0
457,ORD-2025-000457,21,1,34.0,34.0,21,12.0,12.0,22.0
458,ORD-2025-000458,29,2,32.0,64.0,29,11.0,22.0,42.0
459,ORD-2025-000459,1,2,299.99,599.98,1,180.0,360.0,239.98
460,ORD-2025-000460,29,3,32.0,96.0,29,11.0,33.0,63.0
461,ORD-2025-000461,23,1,26.0,26.0,23,7.0,7.0,19.0
462,ORD-2025-000462,9,1,28.0,28.0,9,8.0,8.0,20.0
463,ORD-2025-000463,32,1,49.0,49.0,32,18.0,18.0,31.0
464,ORD-2025-000464,10,1,68.0,68.0,10,22.0,22.0,46.0
465,ORD-2025-000465,8,2,49.99,99.98,8,22.0,44.0,55.98
466,ORD-2025-000466,14,1,44.0,44.0,14,16.0,16.0,28.0
467,ORD-2025-000467,24,1,32.0,32.0,24,9.0,9.0,23.0
468,ORD-2025-000468,29,2,32.0,64.0,29,11.0,22.0,42.0
469,ORD-2025-000469,16,1,48.0,48.0,16,20.0,20.0,28.0
470,ORD-2025-000470,9,1,28.0,28.0,9,8.0,8.0,20.0
471,ORD-2025-000471,14,1,44.0,44.0,14,16.0,16.0,28.0
472,ORD-2025-000472,24,1,32.0,32.0,24,9.0,9.0,23.0
473,ORD-2025-000473,31,1,42.0,42.0,31,15.0,15.0,27.0
474,ORD-2025-000474,11,1,74.0,74.0,11,26.0,26.0,48.0
475,ORD-2025-000475,30,1,85.0,85.0,30,35.0,35.0,50.0
476,ORD-2025-000476,22,1,110.0,110.0,22,40.0,40.0,70.0
477,ORD-2025-000477,9,3,28.0,84.0,9,8.0,24.0,60.0
478,ORD-2025-000478,19,1,95.0,95.0,19,42.0,42.0,53.0
479,ORD-2025-000479,1,1,299.99,299.99,1,180.0,180.0,119.99
480,ORD-2025-000480,4,1,54.99,54.99,4,25.0,25.0,29.99
481,ORD-2025-000481,8,1,49.99,49.99,8,22.0,22.0,27.99
482,ORD-2025-000482,20,1,79.0,79.0,20,32.0,32.0,47.0
483,ORD-2025-000483,15,1,29.0,29.0,15,10.0,10.0,19.0
484,ORD-2025-000484,10,1,68.0,68.0,10,22.0,22.0,46.0
485,ORD-2025-000485,9,1,28.0,28.0,9,8.0,8.0,20.0
486,ORD-2025-000486,5,2,79.99,159.98,5,38.0,76.0,83.98
487,ORD-2025-000487,14,1,44.0,44.0,14,16.0,16.0,28.0
488,ORD-2025-000488,33,1,89.0,89.0,33,32.0,32.0,57.0
489,ORD-2025-000489,18,1,89.0,89.0,18,38.0,38.0,51.0
490,ORD-2025-000490,12,1,38.0,38.0,12,14.0,14.0,24.0
491,ORD-2025-000491,11,1,74.0,74.0,11,26.0,26.0,48.0
492,ORD-2025-000492,23,1,26.0,26.0,23,7.0,7.0,19.0
493,ORD-2025-000493,19,2,95.0,190.0,19,42.0,84.0,106.0
494,ORD-2025-000494,24,1,32.0,32.0,24,9.0,9.0,23.0
495,ORD-2025-000495,27,1,22.0,22.0,27,6.0,6.0,16.0
496,ORD-2025-000496,32,1,49.0,49.0,32,18.0,18.0,31.0
497,ORD-2025-000497,26,1,24.0,24.0,26,8.5,8.5,15.5
498,ORD-2025-000498,14,1,44.0,44.0,14,16.0,16.0,28.0
499,ORD-2025-000499,18,1,89.0,89.0,18,38.0,38.0,51.0
500,ORD-2025-000500,20,1,79.0,79.0,20,32.0,32.0,47.0
501,ORD-2025-000501,22,2,110.0,220.0,22,40.0,80.0,140.0
502,ORD-2025-000502,4,1,54.99,54.99,4,25.0,25.0,29.99
503,ORD-2025-000503,6,2,69.99,139.98,6,30.0,60.0,79.98
504,ORD-2025-000504,24,2,32.0,64.0,24,9.0,18.0,46.0
505,ORD-2025-000505,18,1,89.0,89.0,18,38.0,38.0,51.0
506,ORD-2025-000506,26,1,24.0,24.0,26,8.5,8.5,15.5
507,ORD-2025-000507,2,1,149.99,149.99,2,75.0,75.0,74.99
508,ORD-2025-000508,26,1,24.0,24.0,26,8.5,8.5,15.5
509,ORD-2025-000509,31,3,42.0,126.0,31,15.0,45.0,81.0
510,ORD-2025-000510,6,1,69.99,69.99,6,30.0,30.0,39.99
511,ORD-2025-000511,7,1,39.99,39.99,7,18.0,18.0,21.99
512,ORD-2025-000512,13,1,145.0,145.0,13,55.0,55.0,90.0
513,ORD-2025-000513,23,1,26.0,26.0,23,7.0,7.0,19.0
514,ORD-2025-000514,23,2,26.0,52.0,23,7.0,14.0,38.0
515,ORD-2025-000515,30,1,85.0,85.0,30,35.0,35.0,50.0
516,ORD-2025-000516,33,2,89.0,178.0,33,32.0,64.0,114.0
517,ORD-2025-000517,16,1,48.0,48.0,16,20.0,20.0,28.0
518,ORD-2025-000518,21,1,34.0,34.0,21,12.0,12.0,22.0
519,ORD-2025-000519,20,2,79.0,158.0,20,32.0,64.0,94.0
520,ORD-2025-000520,27,1,22.0,22.0,27,6.0,6.0,16.0
521,ORD-2025-000521,13,1,145.0,145.0,13,55.0,55.0,90.0
522,ORD-2025-000522,14,1,44.0,44.0,14,16.0,16.0,28.0
523,ORD-2025-000523,32,1,49.0,49.0,32,18.0,18.0,31.0
524,ORD-2025-000524,24,1,32.0,32.0,24,9.0,9.0,23.0
525,ORD-2025-000525,3,1,89.99,89.99,3,45.0,45.0,44.99
526,ORD-2025-000526,12,2,38.0,76.0,12,14.0,28.0,48.0
527,ORD-2025-000527,8,1,49.99,49.99,8,22.0,22.0,27.99
528,ORD-2025-000528,24,1,32.0,32.0,24,9.0,9.0,23.0
529,ORD-2025-000529,8,1,49.99,49.99,8,22.0,22.0,27.99
530,ORD-2025-000530,30,1,85.0,85.0,30,35.0,35.0,50.0
531,ORD-2025-000531,18,1,89.0,89.0,18,38.0,38.0,51.0
532,ORD-2025-000532,27,2,22.0,44.0,27,6.0,12.0,32.0
533,ORD-2025-000533,1,1,299.99,299.99,1,180.0,180.0,119.99
534,ORD-2025-000534,12,1,38.0,38.0,12,14.0,14.0,24.0
535,ORD-2025-000535,15,2,29.0,58.0,15,10.0,20.0,38.0
536,ORD-2025-000536,16,1,48.0,48.0,16,20.0,20.0,28.0
537,ORD-2025-000537,9,1,28.0,28.0,9,8.0,8.0,20.0
538,ORD-2025-000538,10,2,68.0,136.0,10,22.0,44.0,92.0
539,ORD-2025-000539,28,3,25.0,75.0,28,7.5,22.5,52.5
540,ORD-2025-000540,16,1,48.0,48.0,16,20.0,20.0,28.0
541,ORD-2025-000541,6,1,69.99,69.99,6,30.0,30.0,39.99
542,ORD-2025-000542,11,2,74.0,148.0,11,26.0,52.0,96.0
543,ORD-2025-000543,29,1,32.0,32.0,29,11.0,11.0,21.0
544,ORD-2025-000544,7,3,39.99,119.97,7,18.0,54.0,65.97
545,ORD-2025-000545,22,1,110.0,110.0,22,40.0,40.0,70.0
546,ORD-2025-000546,26,1,24.0,24.0,26,8.5,8.5,15.5
547,ORD-2025-000547,24,1,32.0,32.0,24,9.0,9.0,23.0
548,ORD-2025-000548,32,1,49.0,49.0,32,18.0,18.0,31.0
549,ORD-2025-000549,4,2,54.99,109.98,4,25.0,50.0,59.98
550,ORD-2025-000550,7,1,39.99,39.99,7,18.0,18.0,21.99
551,ORD-2025-000551,13,1,145.0,145.0,13,55.0,55.0,90.0
552,ORD-2025-000552,18,1,89.0,89.0,18,38.0,38.0,51.0
553,ORD-2025-000553,28,1,25.0,25.0,28,7.5,7.5,17.5
554,ORD-2025-000554,31,1,42.0,42.0,31,15.0,15.0,27.0
555,ORD-2025-000555,26,1,24.0,24.0,26,8.5,8.5,15.5
556,ORD-2025-000556,22,1,110.0,110.0,22,40.0,40.0,70.0
557,ORD-2025-000557,19,1,95.0,95.0,19,42.0,42.0,53.0
558,ORD-2025-000558,4,2,54.99,109.98,4,25.0,50.0,59.98
559,ORD-2025-000559,24,1,32.0,32.0,24,9.0,9.0,23.0
560,ORD-2025-000560,32,1,49.0,49.0,32,18.0,18.0,31.0
561,ORD-2025-000561,24,1,32.0,32.0,24,9.0,9.0,23.0
562,ORD-2025-000562,23,1,26.0,26.0,23,7.0,7.0,19.0
563,ORD-2025-000563,5,1,79.99,79.99,5,38.0,38.0,41.99
564,ORD-2025-000564,20,2,79.0,158.0,20,32.0,64.0,94.0
565,ORD-2025-000565,12,1,38.0,38.0,12,14.0,14.0,24.0
566,ORD-2025-000566,11,1,74.0,74.0,11,26.0,26.0,48.0
567,ORD-2025-000567,18,2,89.0,178.0,18,38.0,76.0,102.0
568,ORD-2025-000568,32,1,49.0,49.0,32,18.0,18.0,31.0
569,ORD-2025-000569,29,1,32.0,32.0,29,11.0,11.0,21.0
570,ORD-2025-000570,3,1,89.99,89.99,3,45.0,45.0,44.99
571,ORD-2025-000571,7,1,39.99,39.99,7,18.0,18.0,21.99
572,ORD-2025-000572,32,1,49.0,49.0,32,18.0,18.0,31.0
573,ORD-2025-000573,22,1,110.0,110.0,22,40.0,40.0,70.0
574,ORD-2025-000574,14,1,44.0,44.0,14,16.0,16.0,28.0
575,ORD-2025-000575,13,1,145.0,145.0,13,55.0,55.0,90.0
576,ORD-2025-000576,16,1,48.0,48.0,16,20.0,20.0,28.0
577,ORD-2025-000577,16,1,48.0,48.0,16,20.0,20.0,28.0
578,ORD-2025-000578,9,1,28.0,28.0,9,8.0,8.0,20.0
579,ORD-2025-000579,32,2,49.0,98.0,32,18.0,36.0,62.0
580,ORD-2025-000580,27,1,22.0,22.0,27,6.0,6.0,16.0
581,ORD-2025-000581,28,1,25.0,25.0,28,7.5,7.5,17.5
582,ORD-2025-000582,28,1,25.0,25.0,28,7.5,7.5,17.5
583,ORD-2025-000583,1,1,299.99,299.99,1,180.0,180.0,119.99
584,ORD-2025-000584,20,1,79.0,79.0,20,32.0,32.0,47.0
585,ORD-2025-000585,2,1,149.99,149.99,2,75.0,75.0,74.99
586,ORD-2025-000586,13,2,145.0,290.0,13,55.0,110.0,180.0
587,ORD-2025-000587,21,1,34.0,34.0,21,12.0,12.0,22.0
588,ORD-2025-000588,21,2,34.0,68.0,21,12.0,24.0,44.0
589,ORD-2025-000589,27,2,22.0,44.0,27,6.0,12.0,32.0
590,ORD-2025-000590,27,2,22.0,44.0,27,6.0,12.0,32.0
591,ORD-2025-000591,22,1,110.0,110.0,22,40.0,40.0,70.0
592,ORD-2025-000592,26,1,24.0,24.0,26,8.5,8.5,15.5
593,ORD-2025-000593,10,1,68.0,68.0,10,22.0,22.0,46.0
594,ORD-2025-000594,24,2,32.0,64.0,24,9.0,18.0,46.0
595,ORD-2025-000595,2,1,149.99,149.99,2,75.0,75.0,74.99
596,ORD-2025-000596,29,1,32.0,32.0,29,11.0,11.0,21.0
597,ORD-2025-000597,28,1,25.0,25.0,28,7.5,7.5,17.5
598,ORD-2025-000598,11,1,74.0,74.0,11,26.0,26.0,48.0
599,ORD-2025-000599,33,1,89.0,89.0,33,32.0,32.0,57.0
600,ORD-2025-000600,20,1,79.0,79.0,20,32.0,32.0,47.0
601,ORD-2025-000601,24,1,32.0,32.0,24,9.0,9.0,23.0
602,ORD-2025-000602,9,1,28.0,28.0,9,8.0,8.0,20.0
603,ORD-2025-000603,20,1,79.0,79.0,20,32.0,32.0,47.0
604,ORD-2025-000604,18,2,89.0,178.0,18,38.0,76.0,102.0
605,ORD-2025-000605,19,1,95.0,95.0,19,42.0,42.0,53.0
606,ORD-2025-000606,31,1,42.0,42.0,31,15.0,15.0,27.0
607,ORD-2025-000607,2,2,149.99,299.98,2,75.0,150.0,149.98
608,ORD-2025-000608,13,1,145.0,145.0,13,55.0,55.0,90.0
609,ORD-2025-000609,30,1,85.0,85.0,30,35.0,35.0,50.0
610,ORD-2025-000610,31,2,42.0,84.0,31,15.0,30.0,54.0
611,ORD-2025-000611,23,1,26.0,26.0,23,7.0,7.0,19.0
612,ORD-2025-000612,9,1,28.0,28.0,9,8.0,8.0,20.0
613,ORD-2025-000613,15,1,29.0,29.0,15,10.0,10.0,19.0
614,ORD-2025-000614,9,2,28.0,56.0,9,8.0,16.0,40.0
615,ORD-2025-000615,7,1,39.99,39.99,7,18.0,18.0,21.99
616,ORD-2025-000616,13,1,145.0,145.0,13,55.0,55.0,90.0
617,ORD-2025-000617,4,1,54.99,54.99,4,25.0,25.0,29.99
618,ORD-2025-000618,17,1,349.0,349.0,17,160.0,160.0,189.0
619,ORD-2025-000619,18,1,89.0,89.0,18,38.0,38.0,51.0
620,ORD-2025-000620,17,1,349.0,349.0,17,160.0,160.0,189.0
621,ORD-2025-000621,4,2,54.99,109.98,4,25.0,50.0,59.98
622,ORD-2025-000622,11,2,74.0,148.0,11,26.0,52.0,96.0
623,ORD-2025-000623,13,1,145.0,145.0,13,55.0,55.0,90.0
624,ORD-2025-000624,8,1,49.99,49.99,8,22.0,22.0,27.99
625,ORD-2025-000625,24,2,32.0,64.0,24,9.0,18.0,46.0
626,ORD-2025-000626,18,1,89.0,89.0,18,38.0,38.0,51.0
627,ORD-2025-000627,6,3,69.99,209.97,6,30.0,90.0,119.97
628,ORD-2025-000628,32,1,49.0,49.0,32,18.0,18.0,31.0
629,ORD-2025-000629,19,1,95.0,95.0,19,42.0,42.0,53.0
630,ORD-2025-000630,9,1,28.0,28.0,9,8.0,8.0,20.0
631,ORD-2025-000631,26,1,24.0,24.0,26,8.5,8.5,15.5
632,ORD-2025-000632,30,1,85.0,85.0,30,35.0,35.0,50.0
633,ORD-2025-000633,27,1,22.0,22.0,27,6.0,6.0,16.0
634,ORD-2025-000634,25,3,79.0,237.0,25,28.0,84.0,153.0
635,ORD-2025-000635,14,1,44.0,44.0,14,16.0,16.0,28.0
636,ORD-2025-000636,21,1,34.0,34.0,21,12.0,12.0,22.0
637,ORD-2025-000637,23,2,26.0,52.0,23,7.0,14.0,38.0
638,ORD-2025-000638,17,3,349.0,1047.0,17,160.0,480.0,567.0
639,ORD-2025-000639,17,1,349.0,349.0,17,160.0,160.0,189.0
640,ORD-2025-000640,11,1,74.0,74.0,11,26.0,26.0,48.0
641,ORD-2025-000641,1,1,299.99,299.99,1,180.0,180.0,119.99
642,ORD-2025-000642,9,1,28.0,28.0,9,8.0,8.0,20.0
643,ORD-2025-000643,17,1,349.0,349.0,17,160.0,160.0,189.0
644,ORD-2025-000644,21,1,34.0,34.0,21,12.0,12.0,22.0
645,ORD-2025-000645,22,2,110.0,220.0,22,40.0,80.0,140.0
646,ORD-2025-000646,23,1,26.0,26.0,23,7.0,7.0,19.0
647,ORD-2025-000647,9,1,28.0,28.0,9,8.0,8.0,20.0
648,ORD-2025-000648,25,1,79.0,79.0,25,28.0,28.0,51.0
649,ORD-2025-000649,15,2,29.0,58.0,15,10.0,20.0,38.0
650,ORD-2025-000650,25,1,79.0,79.0,25,28.0,28.0,51.0
651,ORD-2025-000651,14,1,44.0,44.0,14,16.0,16.0,28.0
652,ORD-2025-000652,10,2,68.0,136.0,10,22.0,44.0,92.0
653,ORD-2025-000653,33,1,89.0,89.0,33,32.0,32.0,57.0
654,ORD-2025-000654,16,1,48.0,48.0,16,20.0,20.0,28.0
655,ORD-2025-000655,25,1,79.0,79.0,25,28.0,28.0,51.0
656,ORD-2025-000656,24,2,32.0,64.0,24,9.0,18.0,46.0
657,ORD-2025-000657,6,1,69.99,69.99,6,30.0,30.0,39.99
658,ORD-2025-000658,8,1,49.99,49.99,8,22.0,22.0,27.99
659,ORD-2025-000659,32,3,49.0,147.0,32,18.0,54.0,93.0
660,ORD-2025-000660,27,1,22.0,22.0,27,6.0,6.0,16.0
661,ORD-2025-000661,24,1,32.0,32.0,24,9.0,9.0,23.0
662,ORD-2025-000662,28,1,25.0,25.0,28,7.5,7.5,17.5
663,ORD-2025-000663,24,2,32.0,64.0,24,9.0,18.0,46.0
664,ORD-2025-000664,8,2,49.99,99.98,8,22.0,44.0,55.98
665,ORD-2025-000665,16,1,48.0,48.0,16,20.0,20.0,28.0
666,ORD-2025-000666,29,1,32.0,32.0,29,11.0,11.0,21.0
667,ORD-2025-000667,30,2,85.0,170.0,30,35.0,70.0,100.0
668,ORD-2025-000668,9,3,28.0,84.0,9,8.0,24.0,60.0
669,ORD-2025-000669,13,1,145.0,145.0,13,55.0,55.0,90.0
670,ORD-2025-000670,30,1,85.0,85.0,30,35.0,35.0,50.0
671,ORD-2025-000671,19,1,95.0,95.0,19,42.0,42.0,53.0
672,ORD-2025-000672,20,1,79.0,79.0,20,32.0,32.0,47.0
673,ORD-2025-000673,10,1,68.0,68.0,10,22.0,22.0,46.0
674,ORD-2025-000674,12,1,38.0,38.0,12,14.0,14.0,24.0
675,ORD-2025-000675,12,1,38.0,38.0,12,14.0,14.0,24.0
676,ORD-2025-000676,15,2,29.0,58.0,15,10.0,20.0,38.0
677,ORD-2025-000677,31,3,42.0,126.0,31,15.0,45.0,81.0
678,ORD-2025-000678,31,1,42.0,42.0,31,15.0,15.0,27.0
679,ORD-2025-000679,24,1,32.0,32.0,24,9.0,9.0,23.0
680,ORD-2025-000680,17,1,349.0,349.0,17,160.0,160.0,189.0
681,ORD-2025-000681,31,1,42.0,42.0,31,15.0,15.0,27.0
682,ORD-2025-000682,14,1,44.0,44.0,14,16.0,16.0,28.0
683,ORD-2025-000683,23,2,26.0,52.0,23,7.0,14.0,38.0
684,ORD-2025-000684,24,1,32.0,32.0,24,9.0,9.0,23.0
685,ORD-2025-000685,25,2,79.0,158.0,25,28.0,56.0,102.0
686,ORD-2025-000686,10,2,68.0,136.0,10,22.0,44.0,92.0
687,ORD-2025-000687,15,2,29.0,58.0,15,10.0,20.0,38.0
688,ORD-2025-000688,28,1,25.0,25.0,28,7.5,7.5,17.5
689,ORD-2025-000689,18,1,89.0,89.0,18,38.0,38.0,51.0
690,ORD-2025-000690,18,2,89.0,178.0,18,38.0,76.0,102.0
691,ORD-2025-000691,31,1,42.0,42.0,31,15.0,15.0,27.0
692,ORD-2025-000692,9,3,28.0,84.0,9,8.0,24.0,60.0
693,ORD-2025-000693,4,2,54.99,109.98,4,25.0,50.0,59.98
694,ORD-2025-000694,23,1,26.0,26.0,23,7.0,7.0,19.0
695,ORD-2025-000695,31,1,42.0,42.0,31,15.0,15.0,27.0
696,ORD-2025-000696,3,1,89.99,89.99,3,45.0,45.0,44.99
697,ORD-2025-000697,12,1,38.0,38.0,12,14.0,14.0,24.0
698,ORD-2025-000698,17,1,349.0,349.0,17,160.0,160.0,189.0
699,ORD-2025-000699,1,1,299.99,299.99,1,180.0,180.0,119.99
700,ORD-2025-000700,28,2,25.0,50.0,28,7.5,15.0,35.0
701,ORD-2025-000701,23,1,26.0,26.0,23,7.0,7.0,19.0
702,ORD-2025-000702,10,1,68.0,68.0,10,22.0,22.0,46.0
703,ORD-2025-000703,27,1,22.0,22.0,27,6.0,6.0,16.0
704,ORD-2025-000704,14,1,44.0,44.0,14,16.0,16.0,28.0
705,ORD-2025-000705,8,1,49.99,49.99,8,22.0,22.0,27.99
706,ORD-2025-000706,20,1,79.0,79.0,20,32.0,32.0,47.0
707,ORD-2025-000707,28,1,25.0,25.0,28,7.5,7.5,17.5
708,ORD-2025-000708,11,1,74.0,74.0,11,26.0,26.0,48.0
709,ORD-2025-000709,24,1,32.0,32.0,24,9.0,9.0,23.0
710,ORD-2025-000710,9,1,28.0,28.0,9,8.0,8.0,20.0
711,ORD-2025-000711,3,3,89.99,269.97,3,45.0,135.0,134.97
712,ORD-2025-000712,9,2,28.0,56.0,9,8.0,16.0,40.0
713,ORD-2025-000713,11,2,74.0,148.0,11,26.0,52.0,96.0
714,ORD-2025-000714,8,3,49.99,149.97,8,22.0,66.0,83.97
715,ORD-2025-000715,16,1,48.0,48.0,16,20.0,20.0,28.0
716,ORD-2025-000716,27,1,22.0,22.0,27,6.0,6.0,16.0
717,ORD-2025-000717,27,2,22.0,44.0,27,6.0,12.0,32.0
718,ORD-2025-000718,14,1,44.0,44.0,14,16.0,16.0,28.0
719,ORD-2025-000719,22,1,110.0,110.0,22,40.0,40.0,70.0
720,ORD-2025-000720,12,1,38.0,38.0,12,14.0,14.0,24.0
721,ORD-2025-000721,6,1,69.99,69.99,6,30.0,30.0,39.99
722,ORD-2025-000722,13,2,145.0,290.0,13,55.0,110.0,180.0
723,ORD-2025-000723,26,1,24.0,24.0,26,8.5,8.5,15.5
724,ORD-2025-000724,9,1,28.0,28.0,9,8.0,8.0,20.0
725,ORD-2025-000725,27,3,22.0,66.0,27,6.0,18.0,48.0
726,ORD-2025-000726,33,1,89.0,89.0,33,32.0,32.0,57.0
727,ORD-2025-000727,25,1,79.0,79.0,25,28.0,28.0,51.0
728,ORD-2025-000728,9,2,28.0,56.0,9,8.0,16.0,40.0
729,ORD-2025-000729,23,1,26.0,26.0,23,7.0,7.0,19.0
730,ORD-2025-000730,23,1,26.0,26.0,23,7.0,7.0,19.0
731,ORD-2025-000731,5,3,79.99,239.97,5,38.0,114.0,125.97
732,ORD-2025-000732,13,3,145.0,435.0,13,55.0,165.0,270.0
